1,"[स]
गतपूर्वाह्णभूयिष्ठे तस्मिन्न अहनि दारुणे
वर्तमाने महारौद्रे महावीर वरक्षये"
2,"दुर्मुखः कृतवर्मा च कृपः शल्यॊ विविंशतिः
भीष्मं जुगुपुर आसाद्य तव पुत्रेण चॊदिताः"
3,"एतैर अतिरथैर गुप्तः पञ्चभिर भरतर्षभ
पाण्डवानाम अनीकानि विजगाहे महारथः"
4,"चेदिकाशिकरूषेषु पाञ्चालेषु च भारत
भीष्मस्य बहुधा तालश चरन केतुर अदृश्यत"
5,"शिरांसि च तदा भीष्मॊ बाहूंश चापि सहायुधान
निचकर्त महावेगैर भल्लैः संनतपर्वभिः"
6,"नृत्यतॊ रथमार्गेषु भीष्मस्य भरतर्षभ
के चिद आर्तस्वरं चक्रुर नागा मर्मणि ताडिताः"
7,"अभिमन्युः सुसंक्रुद्धः पिशङ्गैस तुरगॊत्तमैः
संयुक्तं रथम आस्थाय परायाद भीष्मरथं परति"
8,"जाम्बूनदविचित्रेण कर्णिकारेण केतुना
अभ्यवर्षत भीष्मं च तांश चैव रथसत्तमान"
9,"स तालकेतॊस तीक्ष्णेन केतुम आहत्य पत्रिणा
भीष्मेण युयुधे वीरस तस्य चानुचरैः सह"
10,"कृतवर्माणम एकेन शल्यं पञ्चभिर आयसैः
विद्ध्वा नवभिर आनर्छच छिताग्रैः परपितामहम"
11,"पूर्णायतविसृष्टेन सम्यक परणिहितेन च
धवजम एकेन विव्याध जाम्बूनदविभूषितम"
12,"दुर्मुखस्य तु भल्लेन सर्वावरणभेदिना
जहार सारथेः कायाच छिरः संनतपर्वणा"
13,"धनुश चिच्छेद भल्लेन कार्तस्वरविभूषितम
कृपस्य निशिताग्रेण तांश च तीक्ष्णमुखैः शरैः"
14,"जघान परमक्रुद्धॊ नृत्यन्न इव महारथः
तस्य लाघवम उद्वीक्ष्य तुतुषुर देवता अपि"
15,"लब्धलक्ष्यतया कर्ष्णेः सर्वे भीष्म मुखा रथाः
सत्त्ववन्तम अमन्यन्त साक्षाद इव धनंजयम"
16,"तस्य लाघवमार्गस्थम अलातसदृशप्रभम
दिशः पर्यपतच चापं गाण्डीवम इव घॊषवत"
17,"तम आसाद्य महावेगैर भीष्मॊ नवभिर आशुगैः
विव्याध समरे तूर्णम आर्जुनिं परवीरहा"
18,"धवजं चास्य तरिभिर भल्लैश चिच्छेद परमौजसः
सारथिं च तरिभिर बाणैर अजघान यतव्रतः"
19,"तथैव कृतवर्मा च कृपः शल्यश च मारिष
विद्ध्वा नाकम्पयत कार्ष्णिं मैनाकम इव पर्वतम"
20,"स तैः परिवृतः शूरॊ धार्तराष्ट्रैर महारथैः
ववर्ष शरवर्षाणि कार्ष्णिः पञ्च रथान परति"
21,"ततस तेषां महास्त्राणि संवार्य शरवृष्टिभिः
ननाद बलवा कार्ष्णिर भीष्माय विसृजञ शरान"
22,"तत्रास्य सुमहद राजन बाह्वॊर बलम अदृश्यत
यतमानस्य समरे भीष्मम अर्दयतः शरैः"
23,"पराक्रान्तस्य तस्यैव भीष्मॊ ऽपि पराहिणॊच छरान
स तांश चिच्छेद समरे भीष्मचापच्युताञ शरान"
24,"ततॊ धवजम अमॊघेषुर भीष्मस्य नवभिः शरैः
चिच्छेद समरे वीरस तत उच्चुक्रुशुर जनाः"
25,"स राजतॊ महास्कन्धस तालॊ हेमविभूषितः
सौभद्र विशिखैश छिन्नः पपात भुवि भारत"
26,"धवजं सौभद्र विशिखैः पतितं भरतर्षभ
दृष्ट्वा भीमॊ ऽनदद धृष्टः सौभद्रम अभिहर्षयन"
27,"अथ भीष्मॊ महास्त्राणि दिव्यानि च बहूनि च
परादुश्चक्रे महारौद्रः कषणे तस्मिन महाबलः"
28,"ततः शतसहस्रेण सौभद्रं परपितामहः
अवाकिरद अमेयात्मा शराणां नतपर्वणाम"
29,"ततॊ दश महेष्वासाः पाण्डवानां महारथाः
रक्षार्थम अभ्यधावन्त सौभद्रं तवरिता रथैः"
30,"विराटः सह पुत्रेण धृष्टद्युम्नश च पार्षतः
भीमश च केकयाश चैव सात्यकिश च विशां पते"
31,"जवेनापततां तेषां भीष्मः शांतनवॊ रणे
पाञ्चाल्यं तरिभिर आनर्छत सात्यकिं निशितैः शरैः"
32,"पूर्णायतविसृष्टेन कषुरेण निशितेन च
धवजम एकन चिच्छेद भीमसेनस्य पत्रिणा"
33,"जाम्बूनदमयः केतुः केसरी नरसत्तम
पपात भीमसेनस्य भीष्मेण मथितॊ रथात"
34,"भीमसेनस तरिभिर विद्ध्वा भीष्मं शांतनवं रणे
कृपम एकेन विव्याध कृतवर्माणम अष्टभिः"
