1,"[व]
ततॊ ऽभयचॊदयत कृष्णॊ युज्यताम इति दारुकम
मुहूर्ताद इव चाचष्ट युक्तम इत्य एव दारुकः"
2,"तथैव चानुयात्राणि चॊदयाम आस पाण्डवः
सज्जयध्वं परयास्यामॊ नगरं गजसाह्वयम"
3,"इत्य उक्ताः सैनिकास ते तु सज्जीभूता विशां पते
आचख्युः सज्जम इत्य एव पार्थायामित तेजसे"
4,"ततस तौ रथम आस्थाय परयातौ कृष्ण पाण्डवौ
विकुर्वाणौ कथाश चित्राः परीयमाणौ विशां पते"
5,"रथस्थं तु महातेजा वासुदेवं धनंजयः
पुनर एवाब्रवीद वाक्यम इदं भरतसत्तम"
6,"तवत्प्रसादाज जयः पराप्तॊ राज्ञा वृष्णिकुलॊद्वह
निहताः शत्रवश चापि पराप्तं राज्यम अकण्टकम"
7,"नाथवन्तश च भवता पाण्डवा मधुसूदन
भवन्तं पलवम आसाद्य तीर्णाः सम कुरु सागरम"
8,"विश्वकर्मन नमस ते ऽसतु विश्वात्मन विश्वसंभव
यथाहं तवा विजानामि यथा चाहं भवन मनाः"
9,"तवत तेजः संभवॊ नित्यं कुताशॊ मधुसूदन
रतिः करीडामयी तुभ्यं माया ते रॊदसी विभॊ"
10,"तवयि सर्वम इदं विश्वं यद इदं सथाणुजङ्गमम
तवं हि सर्वं विकुरुषे भूतग्रामं सनातनम"
11,"पृथिवीं चान्तरिक्षं च तथा सथावरजङ्गमम
हसितं ते ऽमला जयॊत्स्ना ऋतवश चेन्द्रियान्वयाः"
12,"पराणॊ वायुः सततगः करॊधॊ मृत्युः सनातनः
परसादे चापि पद्मा शरीर नित्यं तवयि महामते"
13,"रतिस तुष्टिर धृतिः कषान्तिस तवयि चेदं चराचरम
तवम एवेह युगान्तेषु निधनं परॊच्यसे ऽनघ"
14,"सुदीर्घेणापि कालेन न ते शक्या गुणा मया
आत्मा च परमॊ वक्तुं नमस ते नलिनेक्षण"
15,"विदितॊ मे ऽसि दुर्धर्ष नारदाद देवलात तथा
कृष्णद्वैपायनाच चैव तथा कुरुपितामहात"
16,"तवयि सर्वं समासक्तं तवम एवैकॊ जनेश्वरः
यच चानुग्रह संयुक्तम एतद उक्तं तवयानघ"
17,"एतत सर्वम अहं सम्यग आचरिष्ये जनार्दन
इदं चाद्भुतम अत्यर्थं कृतम अस्मत्प्रियेप्सया"
18,"यत पापॊ निहतः संख्ये कौरव्यॊ धृतराष्ट्रजः
तवया दग्धं हि तत सौन्यं मया विजितम आहवे"
19,"भवता तत कृतं कर्म येनावाप्तॊ जयॊ मया
दुर्यॊधनस्य संग्रामे तव बुद्धिपराक्रमैः"
20,"कर्णस्य च वधॊपायॊ यथावत संप्रदर्शितः
सैन्धवस्य च पापस्य भूरिश्रवस एव च"
21,"अहं च परीयमाणेन तवया देवकिनन्दन
यद उक्तस तत करिष्यामि न हि मे ऽतर विचारणा"
22,"राजानं च समासाद्य धर्मात्मानं युधिष्ठिरम
चॊदयिष्यामि धर्मज्ञ गमनार्थं तवानघ"
23,"रुचितं हि ममैतत ते दवारकागमनं परभॊ
अचिराच चैव दृष्टा तवं मातुलं मधुसूदन
बलदेवं च दुर्धर्षं तथान्यान वृष्णिपुंगवान"
24,"एवं संभाषमाणौ तौ पराप्तौ वारणसाह्वयम
तथा विविशतुश चॊभौ संप्रहृष्टनराकुलम"
25,"तौ गत्वा धृतराष्ट्रस्य गृहं शक्र गृहॊपमम
ददृशाते महाराज धृतराष्ट्रं जनेश्वरम"
26,"विदुरं च महाबुद्धिं राजानं च युधिष्ठिरम
भीमसेनं च दुर्धर्षं माद्रीपुत्रौ च पाण्डवौ
धृतराष्ट्रम उपासीनं युयुत्सुं चापराजितम"
27,"गान्धारीं च महाप्राज्ञां पृथां कृष्णां च भामिनीम
सुभद्राद्याश च ताः सर्वा भरतानां सत्रियस तथा
ददृशाते सथिताः सर्वा गान्धारीं परिवार्य वै"
28,"ततः समेत्य राजानं धृतराष्ट्रम अरिंदमौ
निवेद्य नामधेये सवे तस्य पादाव अगृह्णताम"
