1,"[बर]
अत्राप्य उदाहरन्तीमम इतिहासं पुरातनम
सुभगे पञ्च हॊतॄणां विधानम इह यादृशम"
2,"पराणापानाव उदानश च समानॊ वयान एव च
पञ्च हॊतॄन अथैतान वै परं भावं विदुर बुधाः"
3,"[बराह्मणी]
सवभावात सप्त हॊतार इति ते पूर्विका मतिः
यथा वै पञ्च हॊतारः परॊ भावस तथॊच्यताम"
4,"[बर]
पराणेन संभृतॊ वायुर अपानॊ जायते ततः
अपाने संभृतॊ वायुस ततॊ वयानः परवर्तते"
5,"वयानेन संभृतॊ वायुस तदॊदानः परवर्तते
उदाने संभृतॊ वायुः समानः संप्रवर्तते"
6,"ते ऽपृच्छन्त पुरा गत्वा पूर्वजातं परजापतिम
यॊ नॊ जयेष्ठस तम आचक्ष्व स नः शरेष्ठॊ भविष्यति"
7,"[बरह्मा]
यस्मिन परलीने परलयं वरजन्ति; सर्वे पराणाः पराणभृतां शरीरे
यस्मिन परचीर्णे च पुनश चरन्ति; स वै शरेष्ठॊ गच्छत यत्र कामः"
8,"[पराण]
मयि परलीने परलयं वरजन्ति; सर्वे पराणाः पराणभृतां शरीरे
मयि परचीर्णे च पुनश चरन्ति; शरेष्ठॊ हय अहं पश्यत मां परलीनम"
9,"[बराह्मण]
पराणः परलीयत ततः पुनश च परचचार ह
समानश चाप्य उदानश च वचॊ ऽबरूतां ततः शुभे"
10,"न तवं सर्वम इदं वयाप्य तिष्ठसीह यथा वयम
न तवं शरेष्ठॊ ऽसि नः पराण अपानॊ हि वशे तव
परचचार पुनः पराणस तम अपानॊ ऽभयभाषत"
11,"मयि परलीने परलयं वरजन्ति; सर्वे पराणाः पराणभृतां शरीरे
मयि परचीर्णे च पुनश चरन्ति; शरेष्ठॊ हय अहं पश्यत मां परलीनम"
12,"वयानश च तम उदानश च भाषमाणम अथॊचतुः
अपान न तवं शरेष्ठॊ ऽसि पराणॊ हि वशगस तव"
13,"अपानः परचचाराथ वयानस तं पुनर अब्रवीत
शरेष्ठॊ ऽहम अस्मि सर्वेषां शरूयतां येन हेतुना"
14,"मयि परलीने परलयं वरजन्ति; सर्वे पराणाः पराणभृतां शरीरे
मयि परचीर्णे च पुनश चरन्ति; शरेष्ठॊ हय अहं पश्यत मां परलीनम"
15,"परालीयत ततॊ वयानः पुनश च परचचार ह
पराणापानाव उदानश च समानश च तम अब्रुवन
न तवं शरेष्ठॊ ऽसि नॊ वयान समानॊ हि वशे तव"
16,"परचचार पुनर वयानः समानः पुनर अब्रवीत
शरेष्ठॊ ऽहम अस्मि सर्वेषां शरूयतां येन हेतुना"
17,"मयि परलीने परलयं वरजन्ति; सर्वे पराणाः पराणभृतां शरीरे
मयि परचीर्णे च पुनश चरन्ति; शरेष्ठॊ हय अहं पश्यत मां परलीनम"
18,"ततः समानः परालिल्ये पुनश च परचचार ह
पराणापानाव उदानश च वयानश चैव तम अब्रुवन
समानन तवं शरेष्ठॊ ऽसि वयान एव वशे तव"
19,"समानः परचचाराथ उदानस तम उवाच ह
शरेष्ठॊ ऽहम अस्मि सर्वेषां शरूयतां येन हेतुना"
20,"मयि परलीने परलयं वरजन्ति; सर्वे पराणाः पराणभृतां शरीरे
मयि परचीर्णे च पुनश चरन्ति; शरेष्ठॊ हय अहं पश्यत मां परलीनम"
21,"ततः परालीयतॊदानः पुनश च परचचार ह
पराणापानौ समानश च वयानश चैव तम अब्रुवन
उदान न तवं शरेष्ठॊ ऽसि वयान एव वशे तव"
22,"ततस तान अब्रवीद बरह्मा समवेतान परजापतिः
सर्वे शरेष्ठा न वा शरेष्ठाः सर्वे चान्यॊन्य धर्मिणः
सर्वे सवविषये शरेष्ठाः सर्वे चान्यॊन्य रक्षिणः"
23,"एकः सथिरश चास्थिरश च विशेषात पञ्च वायवः
एक एव ममैवात्मा बहुधाप्य उपचीयते"
24,"परस्परस्य सुहृदॊ भावयन्तः परस्परम
सवस्ति वरजत भद्रं वॊ धारयध्वं परस्परम"
