1,"[वै]
ततॊ ययुर दारुकः केशवश च; बभ्रुश च रामस्य पदं पतन्तः
अथापश्यन रामम अनन्तवीर्यं; वृक्षे सथितं चिन्तयानं विविक्ते"
2,"ततः समासाद्य महानुभावः; कृष्णस तदा दारुकम अन्वशासत
गत्वा कुरूञ शीघ्रम इमं महान्तं; पार्थाय शंसस्व वधं यदूनाम"
3,"ततॊ ऽरजुनः कषिप्रम इहॊपयातु; शरुत्वा मृतान यादवान बरह्मशापात
इत्य एवम उक्तः सा ययौ रथेन; कुरूंस तदा दारुकॊ नष्टचेताः"
4,"ततॊ गते दारुके केशवॊ ऽथ; दृष्ट्वान्तिके बभ्रुम उवाच वाक्यम
सत्रियॊ भवान रक्षतु यातु शीघ्रं; नैता हिंस्युर दस्यवॊ वित्तलॊभात"
5,"सा परस्थितः केशवेनानुशिष्टॊ; मदातुरॊ जञातिवधार्दितश च
तं वै यान्तं संनिधौ केशवस्य; तवरन्तम एकं सहसैव बभ्रुम
बरह्मानुशप्तम अवधीन महद वै; कूटॊन्मुक्तं मुसलं लुब्धकस्य"
6,"ततॊ दृष्ट्वा निहतं बभ्रुम आह; कृष्णॊ वाक्यं भरातरम अग्रजं तु
इहैव तवं मां परतीक्षस्व राम; यावत सत्रियॊ जञातिवशाः करॊमि"
7,"ततः पुरीं दवारवतीं परविश्य; जनार्दनः पितरं पराह वाक्यम
सत्रियॊ भवान रक्षतु नः समग्रा; धनंजयस्यागमनं परतीक्षन
रामॊ वनान्ते परतिपालयन माम; आस्ते ऽदयाहं तेन समागमिष्ये"
8,"दृष्टं मयेदं निधनं यदूनां; राज्ञां च पूर्वं कुरुपुंगवानाम
नाहं विना यदुभिर यादवानां; पुरीम इमां दरष्टुम इहाद्य शक्तः"
9,"तपश चरिष्यामि निबॊध तन मे; रामेण सार्धं वनम अभ्युपेत्य
इतीदम उक्त्वा शिरसास्य पादौ; संस्पृश्य कृष्णस तवरितॊ जगाम"
10,"ततॊ महान निनदः परादुरासीत; सस्त्री कुमारस्य पुरस्य तस्य
अथाब्रवीत केशवः संनिवर्त्य; शब्दां शरुत्वा यॊषितां करॊशतीनाम"
11,"पुरीम इमाम एष्यति साव्य साची; स वॊ दुःखान मॊचयिता नराग्र्यः
ततॊ गत्वा केशवस तं ददर्श; रामं वने सथितम एकं विविक्ते"
12,"अथापश्यद यॊगयुक्तस्य तस्य; नागं मुखान निःसारन्तं महान्तम
शवेतं ययौ स ततः परेक्ष्यमाणॊ; महार्णवॊ येन महानुभावः"
13,"सहस्रशीर्षः पर्वताभॊगवर्ष्मा; रक्ताननः सवां तनुं तां विमुच्य
सम्यक च तं सागरः परत्यगृह्णान; नागदिव्याः सरितश चैव पुण्याः"
14,"कर्कॊटकॊ वसुकिस तक्षकश च; पृथुश्रवा वरुणः कुञ्जरश च
मिश्री शङ्खः कुमुदः पुण्डरीकस; तथा नागॊ धृतराष्ट्रॊ महात्मा"
15,"हरादः कराथः शितिकण्ठॊ ऽगरतेजास; तथा नागौ चक्रमन्दातिषाण्डौ
नागश्रेष्ठॊ दुर्मुखश चाम्बरीषः; सवयं राजा वरुणश चापि राजन
परत्युद्गम्य सवागतेनाभ्यनन्दंस; ते ऽपूजयंश चार्घ्य पाद्य करियाभिः"
16,"ततॊ गते भरातरि वासुदेवॊ; जानन सर्वा गतयॊ दिव्यदृष्टिः
वने शून्ये विचरंश चिन्तयानॊ; भूमौ ततः संविवेशाग्र्य तेजाः"
17,"सर्वं हि तेन पराक तदा वित्तम आसीद; गान्धार्या यद वाक्यम उक्तः स पूर्वम
दुर्वाससा पायसॊच्छिष्ट लिप्ते; यच चाप्य उक तच च सस्मार कृष्णः"
18,"स चिन्तयानॊ ऽनधकवृष्णिनाशं; कुरु कषयं चैव महानुभावः
मेने ततः संक्रमणस्य कालं; ततश चकारेन्द्रिय संनिरॊधम"
19,"स संनिरुद्धेन्द्रिय वान मनास तु; शिश्ये महायॊगम उपेत्य कृष्णः
जराथ तं देशम उपाजगाम; लुब्धस तदानीं मृगलिप्सुर उग्रः"
20,"स केशवं यॊगयुक्तं शयानं; मृगाशङ्की लुब्धकः सायकेन
जराविध्यत पादतले तवरावांस; तं चाभितस तज जिघृक्षुर जगाम
अथापश्यत पुरुषं यॊगयुक्तं; पीताम्बरं लुब्धकॊ ऽनेकबाहुम"
21,"मत्वात्मानम अपराधं स तस्य; जग्राह पादौ शिरसा चार्तरूपः
आश्वासयत तं महात्मा तदानीं; गच्छन्न ऊर्ध्वं रॊदसी वयाप्य लक्ष्म्या"
22,"दिवं पराप्तं वासवॊ ऽथाश्विनौ च; रुद्रादित्या वसवश चाथ विश्वे
परत्युद्ययुर मुनयश चापि सिद्धा; गन्धर्वमुख्याश च सहाप्सरॊभिः"
23,"ततॊ राजन भगवान उग्रतेजा; नारायणः परभवश चाव्ययश च
यॊगाचार्यॊ रॊदसी वयाप्य लक्ष्म्या; सथानं पराप सवं महात्माप्रमेयम"
24,"ततॊ देवैर ऋषिभिश चापि कृष्णः; समगतश चारणैश चैव राजन
गन्धर्वाग्र्यैर अप्सरॊभिर वराभिः; सिद्धैः साध्यैश चानतैः पूज्यमानः"
25,"ते वै देवाः परत्यनन्दन्त राजन; मुनिश्रेष्ठा वाग्भिर आनर्चुर ईशम
गन्धर्वाश चाप्य उपतस्थुः सतुवन्तः; परीत्या चैनं पुरुहूतॊ ऽभयनन्दत"
