Book No,Chapter No,Paragraph No,Paragraph Text
10,1,1,"[सम्जय]
ततस ते सहिता वीराः परयाता दक्षिणामुखाः
उपास्तमय वेलायां शिबिराभ्याशम आगताः"
10,1,2,"विमुच्य वाहांस तवरिता भीताः समभवंस तदा
गहनं देशम आसाद्य परच्छन्ना नयविशन्त ते"
10,1,3,"सेनानिवेशम अभितॊ नातिदूरम अवस्थिताः
निवृत्ता निशितैः शस्त्रैः समन्तात कषतविक्षताः"
10,1,4,"दीर्घम उष्णं च निःश्वस्य पाण्डवान अन्वचिन्तयन
शरुत्वा च निनदं घॊरं पाण्डवानां जयैषिणाम"
10,1,5,"अनुसार भराद भीताः पराङ्मुखा पराद्रवन पुनः
ते मुहूर्तं ततॊ गत्वा शरान्तवाहाः पिपासिताः"
10,1,6,"नामृष्यन्त महेष्वासाः करॊधामर्षवशं गताः
राज्ञॊ वधेन संतप्ता मुहूर्तं समवस्थिताः"
10,1,7,"[धृ]
अश्रद्धेयम इदं कर्मकृतं भीमेन संजय
यत स नागायुत पराणः पुत्रॊ मम निपातितः"
10,1,8,"अवध्यः सर्वभूतानां वज्रसंहननॊ युवा
पाण्डवैः समरे पुत्रॊ निहतॊ मम संजय"
10,1,9,"न दिष्टम अभ्यतिक्रान्तुं शक्यं गावल्गणे नरैः
यत समेत्य रणे पार्थैः पुत्रॊ मम निपातितः"
10,1,10,"अद्रिसारमयं नूनं हृदयं मम संजय
हतं पुत्रशतं शरुत्वा यन न दीर्णं सहस्रधा"
10,1,11,"कथं हि वृद्धमिथुनं हतपुत्रं भविष्यति
न हय अहं पाण्डवेयस्य विषये वस्तुम उत्सहे"
10,1,12,"कथं राज्ञः पिता भूत्वा सवयं राजा च संजय
परेष्यभूतः परवर्तेयं पाण्डवेयस्य शासनात"
10,1,13,"आज्ञाप्य पृथिवीं सर्वां सथित्वा मूर्ध्नि च संजय
कथम अद्य भविष्यामि परेष्यभूतॊ दुरन्त कृत"
10,1,14,"कथं भीमस्य वाक्यानि शरॊतुं शक्ष्यामि संजय
येन पुत्रशतं पूर्णम एकेन निहतं मम"
10,1,15,"कृतं सत्यं वचस तस्य विदुरस्य महात्मनः
अकुर्वता वचस तेन मम पुत्रेण संजय"
10,1,16,"अधर्मेण हते तात पुत्रे दुर्यॊधने मम
कृतवर्मा कृपॊ दरौणिः किम अकुर्वत संजय"
10,1,17,"[स]
गत्वा तु तावका राजन नातिदूरम अवस्थिताः
अपश्यन्त वनं घॊरं नानाद्रुमलताकुलम"
10,1,18,"ते मुहूर्तं तु विश्रम्य लब्धतॊयैर हयॊत्तमैः
सूर्यास्तमय वेलायाम आसेदुः सुमहद वनम"
10,1,19,"नानामृगगणैर जुष्टं नानापक्षिसमाकुलम
नानाद्रुमलताच्छन्नं नानाव्यालनिषेवितम"
10,1,20,"नाना तॊयसमाकीर्णं तडागैर उपशॊभितम
पद्मिनी शतसंछन्नं नीलॊत्पलसमायुतम"
10,1,21,"परविश्य तद वनं घॊरं वीक्षमाणाः समन्ततः
शाखा सहस्रसंछन्नं नयग्रॊधं ददृशुस ततः"
10,1,22,"उपेत्य तु तदा राजन नयग्रॊधं ते महारथाः
ददृशुर दविपदां शरेष्ठाः शरेष्ठं तं वै वनस्पतिम"
10,1,23,"ते ऽवतीर्य रथेभ्यस तु विप्रमुच्य च वाजिनः
उपस्पृश्य यथान्यायं संध्याम अन्वासत परभॊ"
10,1,24,"ततॊ ऽसतं पर्वतश्रेष्ठम अनुप्राप्ते दिवाकरे
सर्वस्य जगतॊ धात्री शर्वरी समपद्यत"
10,1,25,"गरहनक्षत्रताराभिः परकीर्णाभिर अलंकृतम
नभॊऽंशुकम इवाभाति परेक्षणीयं समन्ततः"
10,1,26,"ईषच चापि परवल्गन्ति ये सत्त्वा रात्रिचारिणः
दिवा चराश च ये सत्त्वास ते निद्रावशम आगताः"
10,1,27,"रात्रिंचराणां सत्त्वानां निनादॊ ऽभूत सुदारुणः
करव्यादाश च परमुदिता घॊरा पराप्ता च शर्वरी"
10,1,28,"तस्मिन रात्रिमुखे घॊरे दुःखशॊकसमन्विताः
कृतवर्मा कृपॊ दरौणिर उपॊपविविशुः समम"
10,1,29,"तत्रॊपविष्टाः शॊचन्तॊ नयग्रॊधस्य समन्ततः
तम एवार्थम अतिक्रान्तं कुरुपाण्डवयॊः कषयम"
10,1,30,"निद्रया च परीताङ्गा निषेदुर धरणीतले
शरमेण सुदृढं युक्ता विक्षता विविधैः शरैः"
10,1,31,"ततॊ निद्रावशं पराप्तौ कृप भॊजौ महारथौ
सुखॊचिताव अदुःखार्हौ निषण्णौ धरणीतले
तौ तु सुप्तौ महाराज शरमशॊकसमन्वितौ"
10,1,32,"करॊधामर्षवशं पराप्तॊ दरॊणपुत्रस तु भारत
नैव सम स जगामाथ निद्रां सर्प इव शवसन"
10,1,33,"न लेभे स तु निद्रां वै दह्यमानॊ ऽतिमन्युना
वीक्षां चक्रे महाबाहुस तद वनं घॊरदर्शनम"
10,1,34,"वीक्षमाणॊ वनॊद्देशं नाना सत्त्वैर निषेवितम
अपश्यत महाबाहुर नयग्रॊधं वायसायुतम"
10,1,35,"तत्र काकसहस्राणि तां निशां पर्यणामयन
सुखं सवपन्तः कौरव्य पृथक्पृथग अपाश्रयाः"
10,1,36,"सुप्तेषु तेषु काकेषु विस्रब्धेषु समन्ततः
सॊ ऽपश्यत सहसायान्तम उलूकं घॊरदर्शनम"
10,1,37,"महास्वनं महाकायं हर्यक्षं बभ्रु पिङ्गलम
सुदीर्घघॊणा नखरं सुपर्णम इव वेगिनम"
