Book No,Chapter No,Paragraph No,Paragraph Text
7,1,1,"[ज]
तम अप्रतिमसत्त्वौजॊ बलवीर्यपराक्रमम
हतं देवव्रतं शरुत्वा पाञ्चाल्येन शिखण्डिना"
7,1,2,"धृतराष्ट्रस तदा राजा शॊकव्याकुल चेतनः
किम अचेष्टत विप्रर्षे हते पितरि वीर्यवान"
7,1,3,"तस्य पुत्रॊ हि भगवन भीष्मद्रॊणमुखै रथैः
पराजित्य महेष्वासान पाण्डवान राज्यम इच्छति"
7,1,4,"तस्मिन हते तु भगवन केतौ सर्वधनुष्मता
यद अचेष्टत कौरव्यस तन मे बरूहि दविजॊत्तम"
7,1,5,"[व]
निहतं पितरं शरुत्वा धृतराष्ट्रॊ जनाधिपः
लेभे न शान्तिं कौरव्यश चिन्ताशॊकपरायणः"
7,1,6,"तस्य चिन्तयतॊ दुःखम अनिशं पार्थिवस्य तत
आजगाम विशुद्धात्मा पुनर गावल्गणिस तदा"
7,1,7,"शिबिरात संजयं पराप्तं निशि गानाह्वयं पुरम
आम्बिकेयॊ महाराज धृतराष्ट्रॊ ऽनवपृच्छत"
7,1,8,"शरुवा भीष्मस्य निधनम अप्रहृष्टमना भृशम
पुत्राणां जयम आकाङ्क्षन विललापातुरॊ यथा"
7,1,9,"[धृ]
संसाध्य तु महात्मानं भीष्मं भीमपराक्रमम
किम अकार्षुः परं तात कुरवः कालचॊदिताः"
7,1,10,"तस्मिन विनिहते शूरे दुराधर्षे महौजसि
किं नु सवित कुरवॊ ऽकार्षुर निमग्नाः शॊकसागरे"
7,1,11,"तद उदीर्णं महत सैन्यं तरैलॊक्यस्यापि संजय
भयम उत्पादयेत तीव्रं पाण्डवानां महात्मनाम"
7,1,12,"देवव्रते तु निहते कुरूणाम ऋषभे तदा
यद अकार्षुर नृपतयस तन ममाचक्ष्व संजय"
7,1,13,"[स]
शृणु राजन्न एकमना वचनं बरुवतॊ मम
यत ते पुत्रास तदाकार्षुर हते देवव्रते मृधे"
7,1,14,"निहते तु तदा भीष्मे राजन सत्यपराक्रमे
तावकाः पाण्डवेयाश च पराध्यायन्त पृथक पृथक"
7,1,15,"विस्मिताश च परहृष्टाश च कषत्रधर्मं निशाम्य ते
सवधर्मं निन्दमानाश च परणिपत्य महात्मने"
7,1,16,"शयनं कल्पयाम आसुर भीष्मायामित तेजसे
सॊपधानं नरव्याघ्र शरैः संनतपर्वभिः"
7,1,17,"विधाय रक्षां भीष्माय समाभाष्य परस्परम
अनुमान्य च गाङ्गेयं कृत्वा चापि परदक्षिणम"
7,1,18,"करॊधसंरक्तनयनाः समवेक्ष्य परस्परम
पुनर युद्धाय निर्जग्मुः कषत्रियाः कालचॊदिताः"
7,1,19,"ततस तूर्यनिनादैश च भेरीणां च महास्वनैः
तावकानाम अनीकानि परेषां चापि निर्ययुः"
7,1,20,"वयावृत्ते ऽहनि राजेन्द्र पतिते जाह्नवीसुते
अमर्षवशम आपन्नाः कालॊपहतचेतसः"
7,1,21,"अनादृत्य वचः पथ्यं गाङ्गेयस्य महात्मनः
निर्ययुर भरतश्रेष्ठः शस्त्राण्य आदाय सर्वशः"
7,1,22,"मॊहात तव सपुत्रस्य वधाच छांतनवस्य च
कौरव्या मृत्युसाद भूताः सहिताः सर्वजारभिः"
7,1,23,"अजावय इवागॊपा वने शवापद संकुले
भृशम उद्विग्नमनसॊ हीना देवव्रतेन ते"
7,1,24,"पतिते भरतश्रेष्ठे बभूव कुरु वाहिनी
दयौर इवापेत नक्षत्रा हीनं खम इव वायुना"
7,1,25,"विपन्नसस्येव मही वाक चैवासंस्कृता यथा
आसुरीव यथा सेना निगृहीते पुरा बलौ"
7,1,26,"विधवेव वरारॊहा शुष्कतॊयेव निम्नगा
वृकैर इव वने रुद्धा पृषती हतयूथपा"
7,1,27,"सवाधर्ष हतसिंहेव महती गिरिकन्दरा
भारती भरतश्रेष्ठ पतिते जाह्नवीसुते"
7,1,28,"विष्वग वातहता रुग्णा नौर इवासीन महार्णवे
बलिभिः पाण्डवैर वीरैर लब्धलक्षैर भृशार्दिता"
7,1,29,"सा तदासीद भृशं सेना वयाकुलाश्वरथद्विपा
विषण्णभूयिष्ठ नरा कृपणा दरष्टुम आबभौ"
7,1,30,"तस्यां तरस्ता नृपतयः सैनिकाश च पृथग्विधाः
पाताल इव मज्जन्तॊ हीना देव वतेन ते
कर्णं हि कुरवॊ ऽसमार्षुः स हि देवव्रतॊपमः"
7,1,31,"सर्वशस्त्रभृतां शरेष्ठं रॊचमानम इवातिथिम
बन्धुम आपद गतस्येव तम एवॊपागमन मनः"
7,1,32,"चुक्रुशुः कर्ण कर्णेति तत्र भारत पार्थिवाः
राधेयं हितम अस्माकं सूतपुत्रं तनुत्यजम"
