Book No,Chapter No,Paragraph No,Paragraph Text
1,1,0,"नारायणं नमस्कृत्य नरं चैव नरॊत्तमम
देवीं सरस्वतीं चैव ततॊ जयम उदीरयेत"
1,1,1,लॊमहर्षणपुत्र उग्रश्रवाः सूतः पौराणिकॊ नैमिषारण्ये शौनकस्य कुलपतेर दवादशवार्षिके सत्रे
1,1,2,"समासीनान अभ्यगच्छद बरह्मर्षीन संशितव्रतान
विनयावनतॊ भूत्वा कदा चित सूतनन्दनः"
1,1,3,"तम आश्रमम अनुप्राप्तं नैमिषारण्यवासिनः
चित्राः शरॊतुं कथास तत्र परिवव्रुस तपस्विनः"
1,1,4,"अभिवाद्य मुनींस तांस तु सर्वान एव कृताञ्जलिः
अपृच्छत स तपॊवृद्धिं सद्भिश चैवाभिनन्दितः"
1,1,5,"अथ तेषूपविष्टेषु सर्वेष्व एव तपस्विषु
निर्दिष्टम आसनं भेजे विनयाल लॊमहर्षणिः"
1,1,6,"सुखासीनं ततस तं तु विश्रान्तम उपलक्ष्य च
अथापृच्छद ऋषिस तत्र कश चित परस्तावयन कथाः"
1,1,7,"कृत आगम्यते सौते कव चायं विहृतस तवया
कालः कमलपत्राक्ष शंसैतत पृच्छतॊ मम"
1,1,8,"[सूत]
जनमेजयस्य राजर्षेः सर्पसत्रे महात्मनः
समीपे पार्थिवेन्द्रस्य सम्यक पारिक्षितस्य च"
1,1,9,"कृष्णद्वैपायन परॊक्ताः सुपुण्या विविधाः कथाः
कथिताश चापि विधिवद या वैशम्पायनेन वै"
1,1,10,"शरुत्वाहं ता विचित्रार्था महाभारत संश्रिताः
बहूनि संपरिक्रम्य तीर्थान्य आयतनानि च"
1,1,11,"समन्तपञ्चकं नाम पुण्यं दविजनिषेवितम
गतवान अस्मि तं देशं युद्धं यत्राभवत पुरा
पाण्डवानां कुरूणां च सर्वेषां च महीक्षिताम"
1,1,12,"दिदृक्षुर आगतस तस्मात समीपं भवताम इह
आयुष्मन्तः सर्व एव बरह्मभूता हि मे मताः"
1,1,13,"अस्मिन यज्ञे महाभागाः सूर्यपावक वर्चसः
कृताभिषेकाः शुचयः कृतजप्या हुताग्नयः
भवन्त आसते सवस्था बरवीमि किम अहं दविजाः"
1,1,14,"पुराणसंश्रिताः पुण्याः कथा वा धर्मसंश्रिताः
इतिवृत्तं नरेन्द्राणाम ऋषीणां च महात्मनाम"
1,1,15,"[रसयह]
दवैपायनेन यत परॊक्तं पुराणं परमर्षिणा
सुरैर बरह्मर्षिभिश चैव शरुत्वा यद अभिपूजितम"
1,1,16,"तस्याख्यान वरिष्ठस्य विचित्रपदपर्वणः
सूक्ष्मार्थ नयाययुक्तस्य वेदार्थैर भूषितस्य च"
1,1,17,"भारतस्येतिहासस्य पुण्यां गरन्थार्थ संयुताम
संस्कारॊपगतां बराह्मीं नानाशास्त्रॊपबृंहिताम"
1,1,18,"जनमेजयस्य यां राज्ञॊ वैशम्पायन उक्तवान
यथावत स ऋषिस तुष्ट्या सत्रे दवैपायनाज्ञया"
1,1,19,"वेदैश चतुर्भिः समितां वयासस्याद्भुत कर्मणः
संहितां शरॊतुम इच्छामॊ धर्म्यां पापभयापहाम"
1,1,20,"[सूत]
आद्यं पुरुषम ईशानं पुरुहूतं पुरु षटुतम
ऋतम एकाक्षरं बरह्म वयक्ताव्यक्तं सनातनम"
1,1,21,"असच च सच चैव च यद विश्वं सद असतः परम
परावराणां सरष्टारं पुराणं परम अव्ययम"
1,1,22,"मङ्गल्यं मङ्गलं विष्णुं वरेण्यम अनघं शुचिम
नमस्कृत्य हृषीकेशं चराचरगुरुं हरिम"
1,1,23,"महर्षेः पूजितस्येह सर्वलॊके महात्मनः
परवक्ष्यामि मतं कृत्स्नं वयासस्यामित तेजसः"
1,1,24,"आचख्युः कवयः के चित संप्रत्याचक्षते परे
आख्यास्यन्ति तथैवान्ये इतिहासम इमं भुवि"
1,1,25,"इदं तु तरिषु लॊकेषु महज जञानं परतिष्ठितम
विस्तरैश च समासैश च धार्यते यद दविजातिभिः"
1,1,26,"अलंकृतं शुभैः शब्दैः समयैर दिव्यमानुषैः
छन्दॊ वृत्तैश च विविधैर अन्वितं विदुषां परियम"
1,1,27,"निष्प्रभे ऽसमिन निरालॊके सर्वतस तमसावृते
बृहद अण्डम अभूद एकं परजानां बीजम अक्षयम"
1,1,28,"युगस्यादौ निमित्तं तन महद दिव्यं परचक्षते
यस्मिंस तच छरूयते सत्यं जयॊतिर बरह्म सनातनम"
1,1,29,"अद्भुतं चाप्य अचिन्त्यं च सर्वत्र समतां गतम
अव्यक्तं कारणं सूक्ष्मं यत तत सदसद आत्मकम"
1,1,30,"यस्मात पितामहॊ जज्ञे परभुर एकः परजापतिः
बरह्मा सुरगुरुः सथाणुर मनुः कः परमेष्ठ्य अथ"
1,1,31,"पराचेतसस तथा दक्षॊ दष्क पुत्राश च सप्त ये
ततः परजानां पतयः पराभवन्न एकविंशतिः"
1,1,32,"पुरुषश चाप्रमेयात्मा यं सर्वम ऋषयॊ विदुः
विश्वे देवास तथादित्या वसवॊ ऽथाश्विनाव अपि"
1,1,33,"यक्षाः साध्याः पिशाचाश च गुह्यकाः पितरस तथा
ततः परसूता विद्वांसः शिष्टा बरह्मर्षयॊ ऽमलाः"
1,1,34,"राजर्षयश च बहवः सर्वैः समुदिता गुणैः
आपॊ दयौः पृथिवी वायुर अन्तरिक्षं दिशस तथा"
