Book No,Chapter No,Paragraph No,Paragraph Text
3,1,1,"[ज]
एवं दयूतजिताः पार्थाः कॊपिताश च दुरात्मभिः
धार्तराष्ट्रैः सहामात्यैर निकृत्या दविजसत्तम"
3,1,2,"शराविताः परुषा वाचः सृजद्भिर वैरम उत्तमम
किम अकुर्वन्त कौरव्या मम पूर्वपितामहाः"
3,1,3,"कथं चैश्वर्यविभ्रष्टाः सहसा दुःखम एयुषः
वने विजह्रिरे पार्थाः शक्र परतिमतेजसः"
3,1,4,"के चैनान अन्ववर्तन्त पराप्तान वयसनम उत्तमम
किमाहाराः किमाचाराः कव च वासॊ महात्मनाम"
3,1,5,"कथं दवादश वर्षाणि वने तेषां महात्मनाम
वयतीयुर बराह्मणश्रेष्ठ शूराणाम अरिघातिनाम"
3,1,6,"कथं च राजपुत्री सा परवरा सर्वयॊषिताम
पतिव्रता महाभागा सततं सत्यवादिनी
वनवासम अदुःखार्हा दारुणं परत्यपद्यत"
3,1,7,"एतद आचक्ष्व मे सर्वं विस्तरेण तपॊधन
शरॊतुम इच्छामि चरितं भूरि दरविण तेजसाम
कथ्यमानं तवया विप्र परं कौतूहलं हि मे"
3,1,8,"[व]
एवं दयूतजिताः पार्थाः कॊपिताश च दुरात्मभिः
धार्तराष्ट्रैः सहामात्यैर निर्ययुर गजसाह्वयात"
3,1,9,"वर्धमानपुरद्वारेणाहिनिष्क्रम्य ते तदा
उदङ्मुखः शस्त्रभृतः परययुः सह कृष्णया"
3,1,10,"इन्द्रसेनादयश चैनान भृत्याः परिचतुर्दश
रथैर अनुययुः शीघ्रैः सत्रिय आदाय सर्वशः"
3,1,11,"वरजतस तान विदित्वा तु पौराः शॊकाभिपीडिताः
गर्हयन्तॊ ऽसकृद भीष्म विदुर दरॊण गौतमान
ऊचुर विगतसंत्रासाः समागम्य परस्परम"
3,1,12,"नेदम अस्ति कुलं सर्वं न वयं न च नॊ गृहाः
यत्र दुर्यॊधनः पापः सौबलेयेन पालिताः
कर्ण दुःखासनाभ्यां च राज्यम एतच चिकीर्षति"
3,1,13,"नॊ चेत कुलं न चाचारॊ न धर्मॊ ऽरथः कुतः सुखम
यत्र पापसहायॊ ऽयं पापॊ राज्यं बुभूषते"
3,1,14,"दुर्यॊधनॊ गुरु दवेषी तयक्ताचार सुहृज्जनः
अर्थलुब्धॊ ऽभिमानी च नीचः परकृतिनिर्घृणः"
3,1,15,"नेयम अस्ति महीकृत्स्ना यत्र दुर्यॊधनॊ नृपः
साधु गच्छामहे सर्वे यत्र गच्छन्ति पाण्डवाः"
3,1,16,"सानुक्रॊशॊ महात्मानॊ विजितेन्द्रिय शत्रवः
हरीमन्तः कीर्तिमन्तश च धर्माचार परायणाः"
3,1,17,"एवम उक्त्वानुजग्मुस तान पाण्डवांस ते समेत्य च
ऊचुः पराञ्जलयः सर्वे तान कुन्ती माद्रिनन्दनान"
3,1,18,"कव गमिष्यथ भद्रं वस तयक्त्वास्मान दुःखभागिनः
वयम अप्य अनुयास्यामॊ यत्र यूयं गमिष्यथ"
3,1,19,"अधर्मेण जिताञ शरुत्वा युष्मांस तयक्तघृषैः परैः
उद्विग्नाः सम भृशं सर्वे नास्मान हातुम इहार्हथ"
3,1,20,"भक्तानुरक्ताः सुहृदः सदा परियहिते रतान
कुराजाधिष्ठिते राज्ये न विनश्येम सर्वशः"
3,1,21,"शरूयतां चाभिधास्यामॊ गुणदॊषान नरर्षभाः
शुभाशुभाधिवासेन संसर्गं कुरुते यथा"
3,1,22,"वस्त्रम आपस तिलान भूमिं गन्धॊ वासयते यथा
पुष्पाणाम अधिवासेन तथा संसर्गजा गुणाः"
3,1,23,"मॊहजालस्य यॊनिर हि मूढैर एव समागमः
अहन्य अहनि धर्मस्य यॊनिः साधु समागमः"
3,1,24,"तस्मात पराज्ञैश च वृद्धैश च सुस्वभावैस तपस्विभिः
सद्भिश च सह संसर्गः कार्यः शम परायणैः"
3,1,25,"येषां तरीण्य अवदातानि यॊनिर विध्या च कर्म च
तान सेवेत तैः समास्या हि शास्त्रेभ्यॊ ऽपि गरीयसी"
3,1,26,"निरारम्भा हय अपि वयं पुण्यशीलेषु साधुषु
पुण्यम एवाप्नुयामेह पापं पापॊपसेवनात"
3,1,27,"असतां दर्शनात सपर्शात संजल्पन सहासनत
धर्माचारः परहीयन्ते न च सिध्यन्ति मानवाः"
3,1,28,"बुद्धिश च हीयते पुंसां नीचैः सह समागमात
मध्यमैर मध्यतां याति शरेष्ठतां याति चॊत्तमैः"
3,1,29,"ये गुणाः कीर्तिता लॊके धर्मकामार्थ संभवाः
लॊकाचारात्म संभूता वेदॊक्ताः शिष्टसंमताः"
3,1,30,"ते युष्मासु समस्ताश च वयस्ताश चैवेह सद्गुणाः
इच्छामॊ गुणवन मध्ये वस्तुं शरेयॊ ऽभिकाङ्क्षिणः"
3,1,31,"[य]
धन्या वयं यद अस्माकं सनेहकारुण्ययन्त्रिताः
असतॊ ऽपि गुणान आहुर बराह्मण परमुखाः परजाः"
3,1,32,"तद अहं भरातृसहितः सर्वान विज्ञापयामि वः
नान्यथा तद धि कर्तव्यम अस्मत सनेहानुकम्पया"
3,1,33,"भीष्मः पितामहॊ राजा विदुरॊ जननी च मे
सुहृज्जनश च परायॊ मे नगरे नागसाह्वये"
3,1,34,"ते तव अस्मद्धितकामार्थं पालनीयाः परयत्नतः
युष्माभिः सहितैः सर्वैः शॊकसंताप विह्वलाः"
3,1,35,"निवर्ततागता दूरं समागमन शापिताः
सवजने नयासभूते मे कार्या सनेहान्विता मतिः"
3,1,36,"एतद धि मम कार्याणां परमं हृदि संस्थितम
सुकृतानेन मे तुष्टिः सत्काराश च भविष्यति"
3,1,37,"[व]
तथानुमन्त्रितास तेन धर्मराजेन ताः परजाः
चक्रुर आर्तस्वरं घॊरं हा राजन्न इति दुःखिताः"
3,1,38,"गुणान पार्थस्य संस्मृत्य दुःखार्ताः परमातुराः
अकामाः संन्यवर्तन्त समागम्याथ पाण्डवान"
3,1,39,"निवृत्तेषु तु पौरेषु रथान आस्थाय पाण्डवाः
परजग्मुर जाह्नवीतीरे परमाणाख्यं महावटम"
3,1,40,"तं ते दिवसशेषेण वटं गत्वा तु पाण्डवाः
ऊषुस तां रजनीं वीराः संस्पृश्य सलिलं शुचि
उदकेनैव तां रात्रिम ऊषुस ते दुःखकर्शिताः"
3,1,41,"अनुजग्मुश च तत्रैतान सनेहात के चिद दविजातयः
सग्नयॊ ऽनग्नयश चैव सशिष्य गणबान्धवाः
स तैः परिवृतॊ राजा शुशुभे बरह्मवादिभिः"
3,1,42,"तेषां परादुष्कृताग्नीनां मुहूर्ते रम्यदारुणे
बरह्मघॊषपुरस्कारः संजल्पः समजायत"
3,1,43,"राजानं तु कुरुश्रेष्ठं ते हंसमधुरस्वराः
आश्वासयन्तॊ विप्राग्र्याः कषपां सर्वां वयनॊदयन"
3,2,1,"[व]
परभातायां तु शर्वर्यां तेषाम अक्लिष्टकर्मणाम
वनं यियासतां विप्रास तस्थुर भिक्षा भुजॊ ऽगरतः
तान उवाच ततॊ राजा कुन्तीपुत्रॊ युधिष्ठिरः"
3,2,2,"वयं हि हृतसर्वस्वा हृतराज्या हृतश्रियः
फलमूलामिषाहारा वनं यास्याम दुःखिताः"
3,2,3,"वनं च दॊषबहुलं बहु वयालसरीसृपम
परिक्लेशश च वॊ मन्ये धरुवं तत्र भविष्यति"
3,2,4,"बराह्मणानां परिक्लेशॊ दैवतान्य अपि सादयेत
किं पुनर माम इतॊ विप्रा निवर्तध्वं यथेष्टतः"
3,2,5,"[बर]
गतिर या भवतां राजंस तां वयं गन्तुम उद्यताः
नार्हथास्मान परित्यक्तुं भक्तान सद धर्मदर्शिनः"
3,2,6,"अनुकम्पां हि भक्तेषु दैवतान्य अपि कुर्वते
विशेषतॊ बराह्मणेषु सद आचारावलम्बिषु"
3,2,7,"[य]
ममापि परमा भक्तिर बराह्मणेषु सदा दविजाः
सहायविपरिभ्रंशस तव अयं सादयतीव माम"
3,2,8,"आहरेयुर हि मे ये ऽपि फलमूलमृगांस तथा
त इमे शॊकजैर दुःखैर भरातरॊ मे विमॊहिताः"
3,2,9,"दरौपद्या विप्रकर्षेण राज्यापहरणेन च
दुःखान्वितान इमान कलेशैर नाहं यॊक्तुम इहॊत्सहे"
3,2,10,"[बर]
अस्मत पॊषणजा चिन्ता मा भूत ते हृदि पार्थिव
सवयम आहृत्य वन्यानि अनुयास्यामहे वयम"
3,2,11,"अनुध्यानेन जप्येन विधास्यामः शिवं तव
कथाभिश चानुकूलाभिः सह रंस्यामहे वने"
3,2,12,"[य]
एवम एतन न संदेहॊ रमेयं बराह्मणैः सह
नयून भावात तु पश्यामि परत्यादेशम इवात्मनः"
3,2,13,"कथं दरक्ष्यामि वः सर्वान सवयम आहृत भॊजनान
मद्भक्त्या कलिश्यतॊ ऽनर्हान धिक पापान धृतराष्ट्रजान"
3,2,14,"[व]
इत्य उक्त्वा स नृपः शॊचन निषसाद महीतले
तम अध्यात्मरतिर विद्वाञ शौनकॊ नाम वै दविजः
यॊगे सांख्ये च कुशलॊ राजानम इदम अब्रवीत"
3,2,15,"शॊकस्थान सहस्राणि भयस्थान शतानि च
दिवसे दिवसे मूढम आविशन्ति न पण्डितम"
3,2,16,"न हि जञानविरुद्धेषु बहुदॊषेषु कर्मसु
शरेयॊ घातिषु सज्जन्ते बुद्धिमन्तॊ भवद्विधाः"
3,2,17,"अष्टाङ्गां बुद्धिम आहुर यां सर्वाश्रेयॊ विघातिनीम
शरुतिस्मृतिसमायुक्तां सा राजंस तवय्य अवस्थिता"
3,2,18,"अर्थकृच्छ्रेषु दुर्गेषु वयापत्सु सवजनस्य च
शारीर मानसैर दुःखैर न सीदन्ति भवद्विधाः"
3,2,19,"शरूयतां चाभिधास्यामि जनकेन यथा पुरा
आत्मव्यवस्थान करा गीताः शलॊका महात्मना"
3,2,20,"मनॊ देहसमुत्थाभ्यां दुःखाभ्याम अर्दितं जगत
तयॊर वयास समासाभ्यां शमॊपायम इमं शृणु"
