Book No,Chapter No,Paragraph No,Paragraph Text
9,1,1,"[ज]
एवं निपतिते कर्णे समरे सव्यसाचिना
अल्पावशिष्टाः कुरवः किमकुर्वत वै दविज"
9,1,2,"उदीर्यमाणं च बलं दृष्ट्वा राजा सुयॊधनः
पाण्डवैः पराप्तकालं च किं परापद्यत कौरवः"
9,1,3,"एतद इच्छाम्य अहं शरॊतुं तद आचक्ष्व दविजॊत्तम
न हि तृप्यामि पूर्वेषां शृण्वानश चरितं महत"
9,1,4,"[वै]
ततः कर्णे हते राजन धार्तराष्ट्रः सुयॊधनः
भृशं शॊकार्णवे मग्नॊ निराशः सर्वतॊ ऽभवत"
9,1,5,"हा कर्ण हा कर्ण इति शॊचमानः पुनः पुनः
कृच्छ्रात सवशिबिरं परायाद धतशेषैर नृपैः सह"
9,1,6,"स समाश्वास्यमानॊ ऽपि हेतुभिः शास्त्रनिश्चितैः
राजभिर नालभच छर्म सूतपुत्र वधं समरन"
9,1,7,"स दिवं बलवन मत्वा भवितव्यं च पार्थिवः
संग्रामे निश्चयं कृत्वा पुनर युद्धाय निर्ययौ"
9,1,8,"शल्यं सेनापतिं कृत्वा विधिवद राजपुंगवः
रणायनिर्ययौ राजा हतशेषैर नृपैः सह"
9,1,9,"ततः सुतुमुलं युद्धं कुरुपाण्डवसेनयॊः
बभूव भरतश्रेष्ठ देवासुररणॊपमम"
9,1,10,"ततः शल्यॊ महाराज कृत्वा कदनम आहवे
पाण्डुसैन्यस्य मध्याह्ने धर्मराजेन पातितः"
9,1,11,"ततॊ दुर्यॊधनॊ राजा हतबन्धू रणाजिरात
अपसृत्य हरदं घॊरं विवेश रिपुजाद भयात"
9,1,12,"अथापराह्णे तस्याह्नः परिवार्य महारथैः
हरदाद आहूय यॊगेन भीमसेनेन पातितः"
9,1,13,"तस्मिन हते महेष्वासे हतशिष्टास तरयॊ रथाः
संरभान निशि राजेन्द्र जघ्नुः पाञ्चाल सैनिकान"
9,1,14,"ततः पूर्वाह्णसमये शिबिराद एत्य संजयः
परविवेश पुरीं दीनॊ दुःखशॊकसमन्वितः"
9,1,15,"परविश्य च पुरं तूर्णं भुजाव उच्छ्रित्य दुःखितः
वेपमानस ततॊ राज्ञः परविवेश निवेशनम"
9,1,16,"रुरॊद च नरव्याघ्र हा राजन्न इति दुःखितः
अहॊ बत विविग्नाः सम निधनेन महात्मनः"
9,1,17,"अहॊ सुबलवान कालॊ गतिश च परमा तथा
शक्रतुल्यबलाः सर्वे यत्रावध्यन्त पार्थिवाः"
9,1,18,"दृष्ट्वैव च पुरॊ राजञ जनः सार्वः स संजयम
पररुरॊद भृशॊद्विग्नॊ हा राजन्न इति सस्वरम"
9,1,19,"आकुमारं नरव्याघ्र तत पुरं वै समन्ततः
आर्तनादं महच चक्रे शरुत्वा विनिहतं नृपम"
9,1,20,"धावतश चाप्य अपश्यच च तत्र तरीन पुरुषर्षभान
नष्टचित्तान इवॊन्मत्ताञ शॊकेन भृशपीडितान"
9,1,21,"तथा स विह्वलः सूतः परविश्य नृपतिक्षयम
ददर्श नृपतिश्रेष्ठं परज्ञा चक्षुषम ईश्वरम"
9,1,22,"दृष्ट्वा चासीनम अनघं समन्तात परिवारितम
सनुषाभिर भरतश्रेष्ठ गान्धार्या विदुरेण च"
9,1,23,"तथान्यैश च सुहृद्भिश च जञातिभिश च हितैषिभिः
तम एव चार्थं धयायन्तं कर्णस्य निधनं परति"
9,1,24,"रुदन्न एवाब्रवीद वाक्यं राजानं जनमेजय
नातिहृष्टमनाः सूतॊ बाष्पसंदिग्धया गिरा"
9,1,25,"संजयॊ ऽयं नरव्याघ्र नमस ते भरतर्षभ
अद्राधिपॊ हतः शल्यः शकुनिः सौबलस तथा
उलूकः पुरुषव्याघ्र कैतव्यॊ दृढविक्रमः"
9,1,26,"संशप्तका हताः सर्वे काम्बॊजाश च शकैः सह
मलेच्छाश च पार्वतीयाश च यवनाश च निपातिताः"
9,1,27,"पराच्या हता महाराज दाक्षिणात्याश च सर्वशः
उदीच्या निहताः सर्वे परतीच्याश च नराधिप
राजानॊ राजपुत्राश च सर्वतॊ निहता नृप"
9,1,28,"दुर्यॊधनॊ हतॊ राजन यथॊक्तं पाण्डवेन च
भग्नसक्थॊ महाराज शेते पांसुषु रूषितः"
9,1,29,"धृष्टद्द्युम्नॊ हतॊ राजञ शिखाण्डी चापराजितः
उत्तमौजा युधामन्युस तथा राजन परभद्रकाः"
9,1,30,"पाञ्चालाश च नरव्याघ्राश चेदयश च निषूदिताः
तव पुत्रा हताः सर्वे दरौपदेयाश च भारत
कर्ण पुत्रॊ हतः शूरॊ वृषा सेनॊ महाबलः"
9,1,31,"नरा विनिहताः सर्वे गजाश च विनिपातिताः
रथिनश च नरव्याघ्र हयाश च निहता युधि"
9,1,32,"किं चिच छेषं च शिबिरं तावकानां कृतं विभॊ
पाण्डवानां च शूराणां समासाद्य परस्परम"
9,1,33,"परायः सत्री शेषम अभवज जगत कालेन मॊहितम
साप्त पाण्डवतः शेषा धार्तराष्ट्रास तथा तरयः"
9,1,34,"ते चैव भरातरः पञ्च वासुदेवॊ ऽथ सात्यकिः
कृपश च कृतवर्मा च दरौणिश च जयतां वरः"
9,1,35,"तवाप्य एते महाराज रथिनॊ नृपसत्तम
अक्षौहिणीनां सर्वासां समेतानां जनेश्वर
एते शेषा महाराज सर्वे ऽनये निधनं गताः"
9,1,36,"कालेन निहतं सर्वं जगद वै भरतर्षभ
दुर्यॊधनं वै पुरतः कृत्वा वैरस्य भारत"
9,1,37,"एतच छरुत्वा वचः करूरं धृतराष्ट्रॊ जनेश्वरः
निपपात महाराज गतसत्त्वॊ महीतले"
9,1,38,"तस्मिन निपतिते भूमौ विदुरॊ ऽपि महायशाः
निपपात महाराज राजव्यसनकर्शितः"
9,1,39,"गान्धारी च नृपश्रेष्ठ सर्वाश च कुरु यॊषितः
पतिताः सहसा भूमौ शरुत्वा करूरं वचश च ताः"
9,1,40,"निःसंज्ञं पतितं भूमौ तदासीद राजमण्डलम
परलाप युक्ता महती कथा नयस्ता पटे यथा"
9,1,41,"कृच्छ्रेण तु ततॊ राजा धृतराष्ट्रॊ महीपतिः
शनैर अलभत पराणान पुत्रव्यसनकर्शितः"
9,1,42,"लब्ध्वा तु स नृपः संज्ञां वेपमानः सुदुःखितः
उदीक्ष्य च दिशः सर्वाः कषत्तारं वाक्यम अब्रवीत"
9,1,43,"विद्वन कषत्तर महाप्राज्ञ तवं गतिर भरतर्षभ
ममानाथस्य सुभृशं पुत्रैर हीनस्य सर्वशः
एवम उक्त्वा ततॊ भूयॊ विसंज्ञॊ निपपात ह"
9,1,44,"तं तथा पतितं दृष्ट्वा बान्धवा ये ऽसय के चन
शीतैस तु सिषिचुस तॊयैर विव्यजुर वयजनैर अपि"
9,1,45,"स तु दीर्घेण कालेन परत्याश्वस्तॊ महीपतिः
तूष्णीं दध्यौ महीपालः पुत्रव्यसनकर्शितः
निःश्वसञ जिह्मग इव कुम्भक्षिप्तॊ विशां पते"
9,1,46,"संजयॊ ऽपय अरुदत तत्र दृष्ट्वा राजानम आतुरम
तथा सर्वाः सत्रियश चैव गान्धारी च यशस्विनी"
