Book No,Chapter No,Paragraph No,Paragraph Text
12,1,1,"[वैषम्पायन]
कृतॊदकास ते सुहृदं सर्वेषां पाण्डुनन्दनाः
विदुरॊ धृतराष्ट्रश च सर्वाश च भरत सत्रियः"
12,1,2,"तत्र ते सुमहात्मानॊ नयवसन कुरुनन्दनाः
शौचं निवर्तयिष्यन्तॊ मासम एकं बहिः पुरात"
12,1,3,"कृतॊदकं तु राजानं धर्मात्मानं युधिष्ठिरम
अभिजग्मुर महात्मानः सिद्धा बरह्मर्षिसत्तमाः"
12,1,4,"दवैपायनॊ नारदश च देवलश च महान ऋषिः
देवस्थानश च कण्वश च तेषां शिष्याश च सत्तमाः"
12,1,5,"अन्ये च वेद विद्वांसः कृतप्रज्ञा दविजातयः
गृहस्थाः सनातकाः सर्वे ददृशुः कुरुसत्तमम"
12,1,6,"अभिगम्य महात्मानः पूजिताश च यथाविधि
आसनेषु महार्हेषु विविशुस ते महर्षयः"
12,1,7,"परतिगृह्य ततः पूजां तत कालसदृशीं तदा
पर्युपासन यथान्यायं परिवार्य युधिष्ठिरम"
12,1,8,"पुण्ये भागीरथी तीरे शॊकव्याकुल चेतसम
आश्वासयन्तॊ राजानं विप्राः शतसहस्रशः"
12,1,9,"नारदस तव अब्रवीत काले धर्मात्मानं युधिष्ठिरम
विचार्य मुनिभिः सार्धं तत कालसदृशं वचः"
12,1,10,"भवतॊ बाहुवीर्येण परसादान माधवस्य च
जितेयम अवनिः कृत्स्ना धर्मेण च युधिष्ठिरः"
12,1,11,"दिष्ट्या मुक्ताः सम संग्रामाद अस्माल लॊकभयंकरात
कषत्रधर्मरतश चापि कच चिन मॊदसि पाण्डव"
12,1,12,"कच चिच च निहतामित्रः परीणासि सुहृदॊ नृप
कच चिच छरियम इमां पराप्य न तवां शॊकः परबाधते"
12,1,13,"[युधिस्ठिर]
विजितेयं महीकृत्स्ना कृष्ण बाहुबलाश्रयात
बराह्मणानां परसादेन भीमार्जुनबलेन च"
12,1,14,"इदं तु मे महद दुःखं वर्तते हृदि नित्यदा
कृत्वा जञातिक्षयम इमं महान्तं लॊभकारितम"
12,1,15,"सौभद्रं दरौपदेयांश च घातयित्वा परियान सुतान
जयॊ ऽयम अजयाकारॊ भगवन परतिभाति मे"
12,1,16,"किं नु वक्ष्यति वार्ष्णेयी वधूर मे मधुसूदनम
दवारकावासिनी कृष्णम इतः परतिगतं हरिम"
12,1,17,"दरौपदी हतपुत्रेयं कृपणा हतबान्धवा
अस्मत्प्रियहिते युक्ता भूयॊ पीडयतीव माम"
12,1,18,"इदम अन्यच च भगवन यत तवां वक्ष्यामि नारद
मन्त्रसंवरणेनास्मि कुन्त्या दुःखेन यॊजितः"
12,1,19,"यॊ ऽसौ नागायुत बलॊ लॊके ऽपरतिरथॊ रणे
सिंहखेल गतिर धीमान घृणी दान्तॊ यतव्रतः"
12,1,20,"आश्रमॊ धार्तराष्ट्राणां मानी तीक्ष्णपराक्रमः
अमर्षी नित्यसंरम्भी कषेप्तास्माकं रणे रणे"
12,1,21,"शीघ्रास्त्रश चित्रयॊधी च कृती चाद्भुतविक्रमः
गूढॊत्पन्नः सुतः कुन्त्या भरातास्माकं च सॊदरः"
12,1,22,"तॊयकर्मणि यं कुन्ती कथयाम आस सूर्यजम
पुत्रं सर्वगुणॊपेतम अवकीर्णं जले पुरा"
12,1,23,"यं सूतपुत्रं लॊकॊ ऽयं राधेयं चाप्य अमन्यत
स जयेष्ठपुत्रः कुन्त्या वै भरातास्माकं च मातृजः"
12,1,24,"अजानता मया संख्ये राज्यलुब्धेन घातितः
तन मे दहति गात्राणि तूलराशिम इवानलः"
12,1,25,"न हि तं वेद पार्थॊ ऽपि भरातरं शवेतवाहनः
नाहं न भीमॊ न यमौ स तव अस्मान वेद सुव्रतः"
12,1,26,"गता किल पृथा तस्य सकाशम इति नः शरुतम
अस्माकं शम कामा वै तवं च पुत्रॊ ममेत्य अथ"
12,1,27,"पृथाया न कृतः कामस तेन चापि महात्मना
अति पश्चाद इदं मातर्य अवॊचद इति नः शरुतम"
12,1,28,"न हि शक्ष्याम्य अहं तयक्तुं नृपं दुर्यॊधनं रणे
अनार्यं च नृशंसं च कृतघ्नं च हि मे भवेत"
12,1,29,"युधिष्ठिरेण संधिं चयदि कुर्यां मते तव
भीतॊ रणे शवेतवाहाद इति मां मंस्यते जनः"
12,1,30,"सॊ ऽहं निर्जित्य समरे विजयं सह केशवम
संधास्ये धर्मपुत्रेण पश्चाद इति च सॊ ऽबरवीत"
12,1,31,"तम अवॊचत किल पृथा पुनः पृथुल वक्षसम
चतुर्णाम अभयं देहि कामं युध्यस्व फल्गुनम"
12,1,32,"सॊ ऽबरवीन मातरं धीमान वेपमानः कृताञ्जलिः
पराप्तान विषह्यांश चतुरॊ न हनिष्यामि ते सुतान"
12,1,33,"पञ्चैव हि सुता मातर भविष्यन्ति हि ते धरुवम
स कर्णा वा हते पार्थे सार्जुना वा हते मयि"
