Book No,Chapter No,Paragraph No,Paragraph Text
14,1,1,"[व]
कृतॊदकं तु राजानं धृतराष्ट्रं युधिष्ठिरः
पुरस्कृत्य महाबाहुर उत्तताराकुलेन्द्रियः"
14,1,2,"उत्तीर्य च महीपालॊ बाष्पव्याकुललॊचनः
पपात तीरे गङ्गाया वयाधविद्ध इव दविपः"
14,1,3,"तं सीदमानं जग्राह भीमः कृष्णेन चॊदितः
मैवम इत्य अब्रवीच चैनं कृष्णः परबलार्दनः"
14,1,4,"तम आर्तं पतितं भूमौ निश्वसन्तं पुनः पुनः
ददृशुः पाण्डवा राजन धर्मात्मानं युधिष्ठिरम"
14,1,5,"तं दृष्ट्वा दीनमनसं गतसत्त्वं जनेश्वरम
भूयः शॊकसमाविष्टाः पाण्डवाः समुपाविशन"
14,1,6,"राजा च धृतराष्ट्रस तम उपासीनॊ महाभुजः
वाक्यम आह महाप्राज्ञॊ महाशॊकप्रपीडितम"
14,1,7,"उत्तिष्ठ कुरुशार्दूल कुरु कार्यम अनन्तरम
कषत्रधर्मेण कौरव्य जितेयम अवनिस तवया"
14,1,8,"तां भुङ्क्ष्व भरातृभिः सार्धं सुहृद्भिश च जनेश्वर
न शॊचितव्यं पश्यामि तवया धर्मभृतां वर"
14,1,9,"शॊचितव्यं मया चैव गान्धार्या च विशां पते
पुत्रैर विहीनॊ राज्येन सवप्नलब्धधनॊ यथा"
14,1,10,"अश्रुत्वा हितकामस्य विदुरस्य महात्मनः
वाक्यानि सुमहार्थानि परितप्यामि दुर्मतिः"
14,1,11,"उक्तवान एष मां पूर्वं धर्मात्मा दिव्यदर्शनः
दुर्यॊधनापराधेन कुलं ते विनशिष्यति"
14,1,12,"सवस्ति चेद इच्छसे राजन कुलस्यात्मन एव च
वध्यताम एष दुष्टात्मा मन्दॊ राजसुयॊधनः"
14,1,13,"कर्णश च शकुनिश चैव मैनं पश्यतु कर्हि चित
दयूतसंपातम अप्य एषाम अप्रमत्तॊ निवारय"
14,1,14,"अभिषेचय राजानं धर्मात्मानं युधिष्ठिरम
स पालयिष्यति वशीधर्मेण पृथिवीम इमाम"
14,1,15,"अथ नेच्छसि राजानं कुन्तीपुत्रं युधिष्ठिरम
मेढी भूतः सवयं राज्यं परतिगृह्णीष्व पार्थिव"
14,1,16,"समं सर्वेषु भूतेषु वर्तमानं नराधिप
अनुजीवन्तु सर्वे तवां जञातयॊ जञातिवर्धन"
14,1,17,"एवं बरुवति कौन्तेय विदुरे दीर्घदर्शिनि
दुर्यॊधनम अहं पापम अन्ववर्तं वृथा मतिः"
14,1,18,"अश्रुत्वा हय अस्य वीरस्य वाक्यानि मधुराण्य अहम
फलं पराप्य महद दुःखं निमग्नः शॊकसागरे"
14,1,19,"वृद्धौ हि ते सवः पितरौ पश्यावां दुःखितौ नृप
न शॊचितव्यं भवता पश्यामीह जनाधिप"
14,2,1,"[व]
एवम उक्तस तु राज्ञा स धृतराष्ट्रेण धीमता
तूष्णीं बभूव मेधावी तम उवाचाथ केशवः"
14,2,2,"अतीव मनसा शॊकः करियमाणॊ जनाधिप
संतापयति वैतस्य पूर्वप्रेतान पितामहान"
