1,"[व]
तूष्णींभूते तदा भीष्मे पटे चित्रम इवार्पितम
मुहूर्तम इव च धयात्वा वयासः सत्यवती सुतः
नृपं शयानं गाङ्गेयम इदम आह वचस तदा"
2,"राजन परकृतिम आपन्नः कुरुराजॊ युधिष्ठिरः
सहितॊ भरातृभिः सर्वैः पार्थिवैश चानुयायिभिः"
3,"उपास्ते तवां नरव्याघ्र सह कृष्णेन धीमता
तम इमं पुरयानाय तवम अनुज्ञातुम अर्हसि"
4,"एवम उक्तॊ भगवता वयासेन पृथिवीपतिः
युधिष्ठिरं सहामात्यम अनुजज्ञे नदी सुतः"
5,"उवाच चैनं मधुरं ततः शांतनवॊ नृपः
परविशस्व पुरं राजन वयेतु ते मानसॊ जवरः"
6,"यजस्व विविधैर यज्ञैर बह्व अन्नैः सवाप्तदक्षिणैः
ययातिर इव राजेन्द्र शरद्दा दमपुरःसरः"
7,"कषत्रधर्मरतः पार्थ पितॄन देवांश च तर्पय
शरेयसा यॊक्ष्यसे चैव वयेतु ते मानसॊ जवरः"
8,"रञ्जयस्व परजाः सर्वाः परकृतीः परिसान्त्वय
सुहृदः फलसत्कारैर अभ्यर्चय यथार्हतः"
9,"अनु तवां तात जीवन्तु मित्राणि सुहृदस तथा
चैत्यस्थाने सथितं वृक्षं फलवन्तम इव दविजाः"
10,"आगन्तव्यं च भवता समये मम पार्थिव
विनिवृत्ते दिनकरे परवृत्ते चॊत्तरायणे"
11,"तथेत्य उक्त्वा तु कौन्तेयः सॊ ऽभिवाद्य पितामहम
परययौ सपरीवारॊ नगरं नागसाह्वयम"
12,"धृतराष्ट्रं पुरस्कृत्य गान्धारीं च पतिव्रताम
सह तैर ऋषिभिः सर्वैर भरातृभिः केशवेन च"
13,"पौरजानपदैश चैव मन्त्रिवृद्धैश च पार्थिवः
परविवेश कुरुश्रेष्ठ पुरं वारणसाह्वयम"
