1,"[य]
असंशयं भारत सत्यम एतद; यन मा तुदन वाक्यशल्यैः कषिणॊषि
न तवा विगर्हे परतिकूलम एतन; ममानयाद धि वयसनं व आगात"
2,"अहं हय अक्षान अन्वपद्यं जिहीर्षन; राज्यं सराष्ट्रं धृतराष्ट्रस्य पुत्रात
तन मा शठः कितव्वः परत्यदेवीत; सुयॊधनार्थं सुबलस्य पुत्रः"
3,"महामायः शकुनिः पार्वतीयः; सदा सभायां परवपन्न अक्षपूगान
अमायिनं मायया परत्यदेवीत; ततॊ ऽपश्यं वृजिनं भीमसेन"
4,"अक्षान हि दृष्ट्वा शकुनेर यथावत; कामानुलॊमान अयुजॊ युजश च
शक्यं नियन्तुम अभविष्यद आत्मा; मन्युस तु हन्ति पुरुषस्य धैर्यम"
5,"यन्तुं नात्मा शक्यते पौरुषेण; मानेन वीर्येण च तात नद्धः
न ते वाचं भीमसेनाभ्यसूये; मन्ये तथा तद भवितव्यम आसीत"
6,"स नॊ राजा धृतराष्ट्रस्य पुत्रॊ; नयपातयद वयसने राज्यम इच्छन
दास्यं च नॊ ऽगमयद भीमसेन; यत्राभवच छरणं दरौपदी नः"
7,"तवं चापि तद वेत्थ धनंजयश च; पुनर्द्यूतायागतानां सभां नः
यन माब्रवीद धृतराष्ट्रस्य पुत्र; एकग्लहार्थं भरतानां समक्षम"
8,"वने समा दवादश राजपुत्र; यथाकामं विदितम अजातशत्रॊ
अथापरं चाविदितं चरेथाः; सर्वैः सह भरातृभिश छद्म गूढः"
9,"तवां चेच छरुत्वा तात तथा चरन्तम; अवभॊत्स्यन्ते भरतानां चराः सम
अन्यांश चरेथास तावतॊ ऽबदांस ततस तवं; निश्चित्य तत परतिजानीहि पार्थ"
10,"चरैश चेन नॊ ऽविदितः कालम एतं; युक्तॊ राजन मॊहयित्वा मदीयान
बरवीमि सत्यं कुरुसंसदीह; तवैव ता भारत पञ्च नद्यः"
11,"वयं चैवं भरातरः सर्व एव; तवया जिताः कालम अपास्य भॊगान
वसेम इत्य आह पुरा स राजा; मध्ये कुरूणां स मयॊक्तस तथेति"
12,"तत्र दयूतम अभवन नॊ जघन्यं; तस्मिञ जिताः परव्रजिताश च सर्वे
इत्थं च देशान अनुसंचरामॊ; वनानि कृच्छ्राणि च कृच्छ्ररूपाः"
13,"सुयॊधनश चापि न शान्तिम इच्छन; भूयः स मन्यॊर वशम अन्वगच्छत
उद्यॊजायाम आस कुरूंश च सर्वान; ये चास्य के चिद वशम अन्वगच्छन"
14,"तं संधिम आस्थाय सतां सकाशे; कॊ नाम जह्याद इह राज्यहेतॊः
आर्यस्य मन्ये मरणाद गरीयॊ; यद धर्मम उत्क्रम्य महीं परशिष्यात"
15,"तदैव चेद वीरकर्माकरिष्यॊ; यदा दयूते परिघं पर्यमृक्षः
बाहू दिधक्षन वारितः फल्गुनेन; किं दुष्कृतं भीम तदाब्भविष्यत"
16,"पराग एव चैवं समयक्रियायाः; किं नाब्रवीः पौरुषम आविदानः
पराप्तं तु कालं तव अभिपद्य पश्चाद; इं माम इदानीम अतिवेलम आत्थ"
17,"भूयॊ ऽपि दुःखं मम भीमसेन; दूये विषस्येव रसं विदित्वा
यद याज्ञसेनीं परिकृष्यमाणां; संदृश्य तत कषान्तम इति सम भीम"
18,"न तव अद्य शक्यं भरत परवीर; कृत्वा यद उक्तं कुरुवीरमध्ये
कालं परतीक्षस्व सुखॊदयस्य; पङ्क्तिं फलानाम इव बीजवापः"
19,"यदा हि पूर्वं निकृतॊ निकृत्या; वैरं सपुष्पं सफलं विदित्वा
महागुणं हरति हि पौरुषेण; तदा वीरॊ जीवति जीवलॊके"
20,"शरियं च लॊके लभते समग्रां; मन्ये चास्मै शत्रवः संनमन्ते
मित्राणि चैनम अतिरागाद भजन्ते; देवा इवेन्द्रम अनुजीवन्ति चैनम"
21,"मम परतिज्ञां च निबॊध सत्यां; वृणे धर्मम अमृताज जीविताच च
राज्यं च पुत्राश च यशॊ धनं च; सर्वं न सत्यस्य कलाम उपैति"
