1,"[कॊटि]
का तवं कदम्बस्य विनम्य शाखाम; एकाश्रमे तिष्ठसि शॊभमाना
देदीप्यमानाग्निशिखेव नक्तं; दॊधूयमाना पवनेन सुभ्रूः"
2,"अतीव रूपेण समन्विता तवं; न चाप्य अरण्येषु बिभेषि किं नु
देवी नु यक्षी यदि दानवी वा; वराप्सरा दैत्य वराङ्गना वा"
3,"वपुष्मती वॊरग राजकन्या; वनेचरी वा कषणदाचर सत्री
यद्य एव राज्ञॊ वरुणस्य पत्नी; यमस्य सॊमस्य धनेश्वरस्य"
4,"धातुर विधातुः सवितुर विभॊर वा; शक्रस्य वा तवं सदनात परपन्ना
न हय एव नः पृच्छसि ये वयं सम; न चापि जानीम तवेह नाथम"
5,"वयं हि मानं तव वर्धयन्तः; पृच्छाम भद्रे परभवं परभुं च
आचक्ष्व बन्धूंश च पतिं कुलं च; तत्त्वेन यच चेह करॊषि कार्यम"
6,"अहं तु राज्ञः सुरथस्य पुत्रॊ; यं कॊटिकाश्येति विदुर मनुष्याः
असौ तु यस तिष्ठति काञ्चनाङ्गे; रथे हुतॊ ऽगनिश चयने यथैव
तरिगर्तराजः कमलायताक्षि; कषेमंकरॊ नाम स एष वीरः"
7,"अस्मात परस तव एष महाधनुष्मान; पुत्रः कुणिन्दाधिपतेर वरिष्ठः
निरीक्षते तवां विपुलायतांसः; सुविस्मितः पर्वतवासनित्यः"
8,"असौ तु यः पुष्करिणी समीपे; शयामॊ युवा तिष्ठति दर्शनीयः
इक्ष्वाकुराज्ञः सुबलस्य पुत्रः; स एष हन्ता दविषतां सुगात्रि"
9,"यस्यानुयात्रं धवजिनः परयान्ति; सौवीरका दवादश राजपुत्राः
शॊणाश्वयुक्तेषु रथेषु सर्वे; मखेषु दीप्ता इव हव्यवाहाः"
10,"अङ्गारकः कुञ्जरगुप्तकश च; शत्रुंजयः संजय सुप्रवृद्धौ
परभंकरॊ ऽथ भरमरॊ रविश च; शूरः परतापः कुहरश च नाम"
11,"यं षट सहस्रा रथिनॊ ऽनुयान्ति; नागा हयाश चैव पदातिनश च
जयद्रथॊ नाम यदि शरुतस ते; सौवीरराजः सुभगे स एषः"
12,"तस्यापरे भरातरॊ ऽदीनसत्त्वा; बलाहकानीक विदारणाध्याः
सौवीरवीराः परवरा युवानॊ; राजानम एते बलिनॊ ऽनुयान्ति"
13,"एतैः सहायैर उपयाति राजा; मरुद्गणैर इन्द्र इवाभिगुप्तः
अजानतां खयापय नः सुकेशि; कस्यासि भार्या दुहिता च कस्य"
