1,"[दरौ]
इमं तु ते मार्गम अपेतदॊषं; वक्ष्यामि चित्तग्रहणाय भर्तुः
यस्मिन यथावत सखिवर्तमाना; भर्तारम आच्छेत्स्यसि कामिनीभ्यः"
2,"नैतादृशं दैवतम अस्ति सत्ये; सर्वेषु लॊकेषु सदैवतेषु
यथा पतिस तस्य हि सर्वकामा; लभ्याः परसादे कुपितश च हन्यात"
3,"तस्माद अपत्यं विविधाश च भॊगाः; शय्यासनान्य अद्भुतदर्शनानि
वस्त्राणि माल्यानि तथैव गन्धाः; सवर्गश च लॊकॊ विषमा च कीर्तिः"
4,"सुखं सुखेनेह न जातु लभ्यं; दुःखेन साध्वी लभते सुखानि
सा कृष्णम आराधय सौहृदेन; परेम्णा च नित्यं परतिकर्मणा च"
5,"तथाशनैश चारुभिर अग्र्यमाल्यैर; दाक्षिण्ययॊगैर विविधैश च गन्धैः
अस्याः परियॊ ऽसमीति यथा विदित्वा; तवाम एव संश्लिष्यति सर्वभावैः"
6,"शरुत्वा सवरं दवारगतस्य भर्तुः; परत्युत्थिता तिष्ठ गृहस्य मध्ये
दृष्ट्वा परविष्टं तवरितासनेन; पाद्येन चैव परतिपूजय तवम"
7,"संप्रेषितायाम अथ चैव दास्याम; उत्थाय सर्वं सवयम एव कुर्याः
जानातु कृष्णस तव भावम एतं; सर्वात्मना मां भजतीति सत्ये"
8,"तवत्संनिधे यत कथयेत पतिस ते; यद्य अप्य अगुह्यं परिरक्षितव्यम
का चित सपत्नी तव वासुदेवं; परत्यादिशेत तेन भवेद विरागः"
9,"परियांश च रक्तांश च हितांश च भर्तुस; तान भॊजयेथा विविधैर उपायैः
दवेष्यैर अपक्षैर अहितैश च तस्य; भिद्यस्व नित्यं कुहकॊद्धतैश च"
10,"मदं परमादं पुरुषेषु हित्वा; संयच्छ भावं परतिगृह्य मौनम
परद्युम्न साम्बाव अपि ते कुमारौ; नॊपासितव्यौ रहिते कदा चित"
11,"महाकुलीनाभिर अपापिकाभिः; सत्रीभिः सतीभिस तव सख्यम अस्तु
चण्डाश च शौण्डाश च महाशनाश च; चौराश च दुष्टाश चपलाश च वर्ज्याः"
12,"एतद यशस्यं भग वेदनं च; सवर्ग्यं तथा शत्रुनिबर्हणं च
महार्हमाल्याभरणाङ्गरागा; भर्तारम आराधय पुण्यगन्धा"
