1,"[वै]
अथाब्रवीद दरौपदी राजपुत्री; पृष्टा शिबीनां परवरेण तेन अ
अवेक्ष्य मन्दं परविमुच्य शाखां; संगृह्णती कौशिकम उत्तरीयम"
2,"बुद्ध्याभिजानामि नरेन्द्रपुत्र; न मादृशी तवाम अभिभाष्टुम अर्हा
न तवेह वक्तास्ति तवेह वाक्यम; अन्यॊ नरॊ वाप्य अथ वापि नारी"
3,"एका हय अहं संप्रति तेन वाचं; दद्दानि वै भद्र निबॊध चेदम
अहं हय अरण्ये कथम एकम एका; तवाम आलपेयं निरता सवधर्मे"
4,"जानामि च तवां सुरथस्य पुत्रं; यं कॊटिकाश्येति विदुर मनुष्याः
तस्माद अहं शैब्य तथैव तुभ्यम; आख्यामि बन्धून परति तन निबॊध"
5,"अपत्यम अस्मि दरुपदस्य राज्ञः; कृष्णेति मां शैब्य दिवुर मनुष्याः
साहं वृणे पञ्चजनान पतित्वे; ये खाण्डव परस्थगताः शरुतास ते"
6,"युधिष्ठिरॊ भीमसेनार्जुनौ च; माद्र्याश च पुत्रौ पुरुषप्रवीरौ
ते मां निवेश्येह दिशश चतस्रॊ; विभज्य पार्था मृगयां परयाताः"
7,"पराचीं राजा दक्षिणां भीमसेनॊ; जयः परतीचीं यमजाव उदीचीम
मन्ये तु तेषां रथसत्तमानां; कालॊ ऽभितः पराप्त इहॊपयातुम"
8,"संमानिता यास्यथ तैर यथेष्टं; विमुच्य वाहान अवगाहयध्वम
परियातिथिर धर्मसुतॊ महात्मा; परीतॊ भविष्यत्य अभिवीक्ष्य युष्मान"
9,"एतावद उक्त्वा दरुपदात्मजा सा; शैब्यात्मजं चन्द्र मुखी परतीता
विवेश तां पर्णकुटीं परशस्तां; संचिन्त्य तेषाम अतिथिस्वधर्मम"
