1,"[व]
ततः शरुत्वैव भीष्मस्य चेदिराड उरुविक्रमः
युयुत्सुर वासुदेवेन वासुदेवम उवाच ह"
2,"आह्वये तवां रणं गच्छ मया सार्धं जनार्दन
यावद अद्य निहन्मि तवां सहितं सर्वपाण्डवैः"
3,"सह तवया हि मे वध्याः पाण्डवाः कृष्ण सर्वथा
नृपतीन समतिक्रम्य यैर अराजा तवम अर्चितः"
4,"ये तवां दासम अराजानं बाल्याद अर्चन्ति दुर्मतिम
अनर्हम अर्हवत कृष्ण वध्यास त इति मे मतिः
इत्य उक्त्वा राजशार्दूलस तस्थौ गर्जन्न अमर्षणः"
5,"एवम उक्ते ततः कृष्णॊ मृदुपूर्वम इदं वचः
उवाच पार्थिवान सर्वांस तत्समक्षं च पाण्डवान"
6,"एष नः शत्रुर अत्यन्तं पार्थिवाः सात्वती सुतः
सात्वतानां नृशंसात्मा न हितॊ ऽनपकारिणाम"
7,"पराग्ज्यॊतिष पुरं यातान अस्माञ जञात्वा नृशंसकृत
अदहद दवारकाम एष सवस्रीयः सन नराधिपाः"
8,"करीडतॊ भॊजराजन्यान एष रैवतके गिरौ
हत्वा बद्ध्वा च तान सर्वान उपायात सवपुरं पुरा"
9,"अश्वमेधे हयं मेध्यम उत्सृष्टं रक्षिभिर वृतम
पितुर मे यज्ञविघ्नार्थम अहरत पापनिश्चयः"
10,"सुवीरान परतिपत्तौ च बभ्रॊर एष यशस्विनः
भार्याम अभ्यहरन मॊहाद अकामां ताम इतॊ गताम"
11,"एष माया परतिच्छन्नः करूषार्थे तपस्विनीम
जहार भद्रां वैशालीं मातुलस्य नृशंसकृत"
12,"पितृस्वसुः कृते दुःखं सुमहन मर्षयाम्य अहम
दिष्ट्या तव इदं सर्वराज्ञां संनिधाव अद्य वर्तते"
13,"पश्यन्ति हि भवन्तॊ ऽदय मय्य अतीव वयतिक्रमम
कृतानि तु परॊक्षं मे यानि तानि निबॊधत"
14,"इमं तव अस्य न शक्ष्यामि कषन्तुम अद्य वयतिक्रमम
अवलेपाद वधार्हस्य समग्रे राजमण्डले"
15,"रुक्मिण्याम अस्य मूढस्य परार्थनासीन मुमूर्षतः
न च तां पराप्तवान मूढः शूद्रॊ वेदश्रुतिं यथा"
16,"एवमादि ततः सर्वे सहितास ते नराधिपाः
वासुदेव वचॊ शरुत्वा चेदिराजं वयगर्हयन"
17,"ततस तद वचनं शरुत्वा शिशुपालः परतापवान
जहास सवनवद धासं परहस्येदम उवाच ह"
18,"मत पूर्वां रुक्मिणीं कृष्ण संसत्सु परिकीर्तयन
विशेषतः पार्थिवेषु वरीडां न कुरुषे कथम"
19,"मन्यमानॊ हि कः सत्सु पुरुषः परिकीर्तयेत
अन्यपूर्वां सत्रियं जातु तवदन्यॊ मधुसूदन"
20,"कषम वा यदि ते शरद्धा मा वा कृष्ण मम कषम
करुद्धाद वापि परसन्नाद वा किं मे तवत्तॊ भविष्यति"
21,"तथा बरुवत एवास्य भगवान मधुसूदनः
वयपाहरच छिरॊ करुद्धश चक्रेणामित्र कर्षणः
स पपात महाबाहुर वज्राहत इवाचलः"
22,"ततश चेदिपतेर देहात तेजॊ ऽगर्यं ददृशुर नृपाः
उत्पतन्तं महाराज गगणाद इव भास्करम"
23,"ततः कमलपत्राक्षं कृष्णं लॊकनमस्कृतम
ववन्दे तत तदा तेजॊ विवेश च नराधिप"
24,"तद अद्भुतम अमन्यन्त दृष्ट्वा सर्वे महीक्षितः
यद विवेश महाबाहुं तत तेजॊ पुरुषॊत्तमम"
25,"अनभ्रे परववर्ष दयौः पपात जवलिताशनिः
कृष्णेन निहते चैद्ये चचाल च वसुंधरा"
26,"ततः के चिन महीपाला नाब्रुवंस तत्र किं चन
अतीतवाक्पथे काले परेक्षमाणा जनार्दनम"
27,"हस्तैर हस्ताग्रम अपरे परत्यपीषन्न अमर्षिताः
अपरे दशनैर ओष्ठान अदशन करॊधमूर्छिताः"
28,"रहस तु के चिद वार्ष्णेयं परशशंसुर नराधिपाः
के चिद एव तु संरब्धा मध्यस्थास तव अपरे ऽभवन"
29,"परहृष्टाः केशवं जग्मुः संस्तुवन्तॊ महर्षयः
बराह्मणाश च महात्मानः पार्थिवाश च महाबलाः"
30,"पाण्डवस तव अब्रवीद भरातॄन सत्कारेण महीपतिम
दमघॊषात्मजं वीरं संसाधयत माचिरम
तथा च कृतवन्तस ते भरातुर वै शासनं तदा"
31,"चेदीनाम आधिपत्ये च पुत्रम अस्य महीपतिम
अभ्यसिञ्चत तदा पार्थः सह तैर वसुधाधिपैः"
