1,"[मनु]
अक्षरात खं ततॊ वायुर वायॊर जयॊतिस ततॊ जलम
जलात परसूता जगती जगत्यां जायते जगत"
2,"इमे शरीरैर जलम एव गत्वा; जलाच च तेजः पवनॊ ऽनतरिक्षम
खाद वै निवर्तन्ति नभाविनस ते; ये भाविनस ते परम आप्नुवन्ति"
3,"नॊष्णं न शीतं मृदु नापि तीक्ष्णं; नाम्लं कसायं मधुरं न तिक्तम
न शब्दवन नापि च गन्धवत तन; न रूपवत तत्परमस्वभावम"
4,"सपर्शं तनुर वेद रसं तु जिह्वा; घराणं च गन्धाञ शरवणे च शब्दान
रूपाणि चक्षुर न च तत्परं यद; गृह्णन्त्य अनध्यात्मविदॊ मनुष्याः"
5,"निवर्तयित्वा रसनं रसेभ्यॊ; घराणं च गन्धाच छरवणे च शब्दात
सपर्शात तनुं रूपगुणात तु चक्षुस; ततः परं पश्यति सवं सवभावम"
6,"य ओद गृहीत्वा हि करॊति यच च; यस्मिंश च ताम आरभते परवृत्तिम
यस्मिंश च यद येन च यश च कर्ता; तत कारणं तं समुपायम आहुः"
7,"यच चाभिभूः साधकं वयापकं च; यन मन्त्रवच छंस्यते चैव लॊके
यः सर्वहेतुः परमार्थकारी; तत कारणं कार्यम अतॊ यद अन्यत"
8,"यथा च कश चित सुकृतैर मनुष्यः; शुभाशुभं पराप्नुते ऽथाविरॊधात
एवं शरीरेषु शुभाशुभेषु; सवकर्मजैर जञानम इदं निबद्धम"
9,"यथा परदीपः पुरतः परदीप्तः; परकाशम अन्यस्य करॊति दीप्यन
तथेह पञ्चेन्द्रिय दीपवृक्षा; जञानप्रदीप्ताः परवन्त एव"
10,"यथा हि राज्ञॊ बहवॊ हय अमात्याः; पृथक परमानं परवदन्ति युक्ताः
तद्वच छरीरेषु भवन्ति पञ्च; जञानैक देशः परमः स तेभ्यः"
11,"यथार्चिषॊ ऽगनेः पवनस्य वेगा; मरीचयॊ ऽरकस्य नदीषु चापः
गच्छन्ति चायान्ति च तन्यमानास; तद्वच छरीराणि शरीरिणां तु"
12,"यथा च कश चित परशुं गृहीत्वा; धूमं न पश्येज जवलनं च काष्ठे
तद्वच छरीरॊदर पानि पादं; छित्त्वा न पश्यन्ति ततॊ यद अन्यत"
13,"तान्य एव काष्ठानि यथा विमथ्य; धूमं च पश्येज जवलनं च यॊगात
तद्वत सुबुद्धिः समम इन्द्रियत्वाद; बुधः परं पश्यति सवं सवभावम"
14,"यथात्मनॊ ऽङगं पतितं पृथिव्यां; सवप्नान्तरे पश्यति चात्मनॊ ऽनयत
शरॊत्रादि युक्तः सुमनाः सुबुद्धिर; लिङ्गात तथा गच्छति लिङ्गम अन्यत"
15,"उत्पत्तिवृद्धिक्षयसंनिपातैर; न युज्यते ऽसौ परमः शरीरी
अनेन लिङ्गन तु लिङ्गम अन्यद; गच्छत्य अदृष्टः परतिसंधि यॊगात"
16,"न चक्षुषा पश्यति रूपम आत्मनॊ; न चापि संस्पर्शम उपैत किं चित
न चापि तैः साधयते ऽथ कार्यं; ते तं न पश्यन्ति सपश्यते तान"
17,"यथा परदीपे जवलतॊ ऽनलस्य; संतापजं रूपम उपैति किं चित
न चान्तरं रूपगुणं बिभर्ति; तथैव तद दृश्यते रूपम अस्य"
18,"यथा मनुष्यः परिमुच्य कायम; अदृश्यम अन्यद विशते शरीरम
विजृज्य भूतेषु महत्सु देहं; तदाश्रयं चैव बिभर्ति रूपम"
19,"खं वायुम अग्निं सलिलं तथॊर्वीं; समन्ततॊ ऽभयाविशते शरीरी
नानाश्रयाः कर्मसु वर्तमानाः; शरॊत्रादयः पञ्च गुणाञ शरयन्ते"
20,"शरॊत्रं खतॊ घराणम अथॊ पृथिव्यास; तेजॊमयं रूपम अथॊ विपाकः
जलाश्रयः सवेद उक्तॊ रसश च; वाय्वात्मकः सपर्शकृतॊ गुणश च"
21,"महत्सु भूतेषु वसन्ति पञ्च; पञ्चेन्द्रियार्थाश च तथेन्द्रियेषु
सर्वाणि चैतानि मनॊऽनुगानि; बुद्धिं मनॊ ऽनवेति मनः सवभावम"
22,"शुभाशुभं कर्मकृतं यद अस्य; तद एव परत्याददते सवदेहे
मनॊ ऽनुवर्तन्ति परावराणि; जलौकसः सरॊत इवानुकूलम"
23,"चलं यथादृष्टिपथं परैति; सूक्ष्मं महद रूपम इवाभिपाति
सवरूपम आलॊचयते च रूपं; परं तथा बुधि पथं परैति"
