1,"[वै]
अथ संगम्य सर्वे तु कौरवाणां महारथाः
अर्जुनं सहिता यत्ताः परत्ययुध्यन्त भारत"
2,"स सायकमयैर जालैः सर्वतस तान महारथान
पराछादयद अमेयात्मा नीहार इव पर्वतान"
3,"नरद भिश च महानागैर हेषमाणैश च वाजिभिः
भेरीशङ्खनिनादैश च स शब्दस तुमुलॊ ऽभवत"
4,"नराश्वकायान निर्भिद्य लॊहानि कवचानि च
पार्थस्य शरजालानि विनिष्पेतुः सहस्रशः"
5,"तवरमाणः शरान अस्यान पाण्डवः स बभौ रणे
मध्यंदिनगतॊ ऽरचिष्मान पाण्डवः स बभौ रणे"
6,"उपप्लवन्त वित्रस्ता रथेभ्यॊ रथिनस तदा
सादिनश चाश्वपृष्ठेभ्यॊ भूमौ चापि पदातयः"
7,"शरैः संताड्यमानानां कवचानां महात्मनाम
ताम्रराजतलॊहानां परादुरासीन महास्वनः"
8,"छन्नम आयॊधनं सर्वं शरीरैर गतचेतसाम
गजाश्वसादिभिस तत्र शितबाणात्त जीवितैः"
9,"रथॊपस्थाभिपतितैर आस्तृता मानवैर मही
परनृत्यद इव संग्रामे चापहस्तॊ धनंजयः"
10,"शरुत्वा गाण्डीवनिर्घॊषं विस्फूर्जितम इवाशनेः
तरस्तानि सर्वभूतानि वयगच्छन्त महाहवात"
11,"कुण्डलॊष्णीष धारीणि जातरूपस्रजानि च
पतितानि सम दृश्यन्ते शिरांसि रणमूर्धनि"
12,"विशिखॊन्मथितैर गात्रैर बाहुभिश च स कार्मुकैः
स हस्ताभरणैश चान्यैः परच्छन्ना भाति मेदिनी"
13,"शिरसां पात्यमानानाम अन्तरा निशितैः शरैः
अश्ववृष्टिर इवाकाशाद अभवद भरतर्षभ"
14,"दर्शयित्वा तथात्मानं रौद्रं रुद्र पराक्रमः
अवरुद्धश चरन पार्थॊ दशवर्षाणि तरीणि च
करॊधाग्निम उत्सृजद घॊरं धार्तराष्ट्रेषु पाण्डवः"
15,"तस्य तद दहतः सैन्यं दृष्ट्वा चैव पराक्रमम
सर्वे शान्ति परा यॊधा धार्तराष्ट्रस्य पश्यतः"
16,"वित्रासयित्वा तत सैन्यं दरावयित्वा महारथान
अर्जुनॊ जयतां शरेष्ठः पर्यवर्तत भारत"
17,"परावर्तयन नदीं घॊरां शॊणितौघतरङ्गिणीम
अस्थि शैवलसंबाधां युगान्ते कालनिर्मिताम"
18,"शरचाप पलवां घॊरां मांसशॊणितकर्दमाम
महारथमहाद्वीपां शङ्खदुन्दुभिनिस्वनाम
चकार महतीं पार्थॊ नदीम उत्तरशॊणिताम"
19,"आददानस्य हि शरान संधाय च विमुञ्चतः
विकर्षतश च गाण्डीवं न किं चिद दृश्यते ऽनतरम"
