1,"[दरौ]
अहं सैरन्धि वेषेण चरन्ती राजवेश्मनि
शौचदास्मि सुदेष्णाया अक्षधूर्तस्य कारणात"
2,"विक्रियां पश्य मे तीव्रां राजपुत्र्याः परंतप
आसे कालम उपासीना सर्वं दुःखं किलार्तवत"
3,"अनित्या किल मर्त्यानाम अर्थसिद्धिर जयाजयौ
इति कृत्वा परतीक्षामि भर्तॄणाम उदयं पुनः"
4,"य एव हेतुर भवति पुरुषस्य जयावहः
पराजये च हेतुः स इति च परतिपालये"
5,"दत्त्वा याचन्ति पुरुषा हत्वा वध्यन्ति चापरे
पातयित्वा च पात्यन्ते परैर इति च मे शरुतम"
6,"न दैवस्याति भारॊ ऽसति न दैवस्याति वर्तनम
इति चाप्य आगमं भूयॊ दैवस्य परतिपालये"
7,"सथितं पूर्वं जलं यत्र पुनस तत्रैव तिष्ठति
इति पर्यायम इच्छन्ती परतीक्षाम्य उदयं पुनः"
8,"दैवेन किल यस्यार्थः सुनीतॊ ऽपि विपद्यते
दैवस्य चागमे यत्नस तेन कार्यॊ विजानता"
9,"यत तु मे वचनस्यास्य कथितस्य परयॊजनम
पृच्छ मां दुःखितां तत तवम अपृष्टा वा बरवीमि ते"
10,"महिषी पाण्डुपुत्राणां दुहिता दरुपदस्य च
इमाम अवस्थां संप्राप्ता का मद अन्या जिजीविषेत"
11,"कुरून परिभवन सर्वान पाञ्चालान अपि भारत
पाण्डवेयांश च संप्राप्तॊ मम कलेशॊ हय अरिंदम"
12,"भरातृभिः शवशुरैः पुत्रैर बहुभिः परवीर हन
एवं समुदिता नारी का नव अन्या दुःखिता भवेत"
13,"नूनं हि बालया धातुर मया वै विप्रियं कृतम
यस्य परसादाद दुर्नीतं पराप्तास्मि भरतर्षभ"
14,"वर्णावकाशम अपि मे पश्य पाण्डव यादृशम
यादृशॊ मे न तत्रासीद दुःखे परमके तदा"
15,"तवम एव भीम जानीषे यन मे पार्थ सुखं पुरा
साहं दासत्वम आपन्ना न शान्तिम अवशा लभे"
16,"नादैविकम इदं मन्ये यत्र पार्थॊ धनंजयः
भीम धन्वा महाबाहुर आस्ते शान्त इवानलः"
17,"अशक्या वेदितुं पार्थ पराणिनां वै गतिर नरैः
विनिपातम इमं मन्ये युष्माकम अविचिन्तितम"
18,"यस्या मम मुखप्रेक्षा यूयम इन्द्रसमाः सदा
सा परेक्षे मुखम अन्यासाम अवराणां वरा सती"
19,"पश्य पाण्डव मे ऽवस्थां यथा नार्हामि वै तथा
युष्मासु धरियमाणेषु पश्य कालस्य पर्ययम"
20,"यस्याः सागरपर्यन्ता पृथिवी वशवर्तिनी
आसीत साद्य सुदेष्णाया भीताहं वशवर्तिनी"
21,"यस्याः पुरःसरा आसन पृष्ठतश चानुगामिनः
साहम अद्य सुदेष्णायाः पुरः पश्चाच च गामिनी
इदं तु दुःखं कौन्तेय ममासह्यं निबॊध तत"
22,"या न जातु सवयं पिंषे गात्रॊद्वर्तनम आत्मनः
अन्यत्र कुन्त्या भद्रं ते साद्य पिंषामि चन्दनम
पश्य कौन्तेय पाणी मे नैवं यौ भवतः पुरा"
23,"[वै]
इत्य अस्य दर्शयाम आस किणबद्धौ कराव उभौ"
24,"[दरौ]
बिभेमि कुन्त्या या नाहं युष्माकं वा कदा चन
साद्याग्रतॊ विराटस्य भीता तिष्ठामि किंकरी"
25,"किं नु वक्ष्यति सम्राण मां वर्णकः सुकृतॊ न वा
नान्यपिष्टं हि मत्स्यस्य चन्दनं किल रॊचते"
26,"[वै]
सा कीर्तयन्ती दुःखानि भीमसेनस्य भामिनी
रुरॊद शनकैः कृष्णा भीमसेनम उदीक्षती"
27,"सा बाष्पकलया वाचा निःश्वसन्ती पुनः पुनः
हृदयं भीमसेनस्य घट्टयन्तीदम अब्रवीत"
28,"नाल्पं कृतं मया भीम देवानां किल्बिषं पुरा
अभाग्या यत तु जीवामि मर्तव्ये सति पाण्डव"
29,"ततस तस्याः करौ शूनौ किणबद्धौ वृकॊदरः
मुखम आनीय वेपन्त्या रुरॊद परवीर हा"
30,"तौ गृहीत्वा च कौन्तेयॊ बाष्पम उत्सृज्य वीर्यवान
ततः परमदुःखार्त इदं वचनम अब्रवीत"
