1,"[वै]
आहूयमानस तु स तेन संख्ये; महामना धृतराष्ट्रस्य पुत्रः
निवर्तितस तस्य गिराङ्कुशेन; गजॊ यथामत्त इवाङ्कुशेन"
2,"सॊ ऽमृष्यमाणॊ वचसाभिमृष्टॊ; महारथेनाति रथस तरस्वी
पर्याववर्ताथ रथेन वीरॊ; भॊगी यथा पादतलाभिमृष्टः"
3,"तं परेक्ष्य कर्णः परिवर्तमानं; निवर्त्य संस्तभ्य च विद्ध गात्रः
दुर्यॊधनं दक्षिणतॊ ऽभयगच्छत; पार्थं नृवीरॊ युधि हेममाली"
4,"भीष्मस ततः शांतनवॊ निवृत्य; हिरण्यकक्ष्यांस तवरयंस तुरंगान
दुर्यॊधनं पश्चिमतॊ ऽभयरक्षत; पार्थान महाबाहुर अधिज्य धन्वा"
5,"दरॊणः कृपश चैव विविंशतिश च; दुःशासनश चैव निवृत्य शीघ्रम
सर्वे पुरस्ताद विततेषु चापा; दुर्यॊधनार्थं तवरिताभ्युपेयुः"
6,"स तान्य अनीकानि निवर्तमानान्य; आलॊक्य पूर्णौघनिभानि पार्थः
हंसॊ यथा मेघम इवापतन्तं; धनंजयः परत्यपतत तरस्वी"
7,"ते सर्वतः संपरिवार्य पार्थम; अस्त्राणि दिव्यानि समाददानाः
ववर्षुर अभ्येत्य शरैः समन्तान; मेघा यथा भूधरम अम्बुवेगैः"
8,"ततॊ ऽसत्रम अस्त्रेण निवार्य तेषां; गाण्डीवधन्वा कुरुपुंगवानाम
संमॊहनं शत्रुसहॊ ऽनयद अस्त्रं; परादुश्चकारैन्द्रिर अपारणीयम"
9,"ततॊ दिशश चानुदिशॊ विवृत्य; शरैः सुधारैर निशितैः सुपुङ्खैः
गाण्डीवघॊषेण मनांसि तेषां; महाबलः परव्यथयां चकार"
10,"ततः पुनर भीमरवं परगृह्य; दॊर्भ्यां महाशङ्खम उदारघॊषम
वयनादयत स परदिशॊ दिशः खं; भुवं च पार्थॊ दविषतां निहन्ता"
11,"ते शङ्खनादेन कुरुप्रवीराः; संमॊहिताः पार्थ समीरितेन
उत्सृज्य चापानि दुरासदानि; सर्वे तदा शान्ति परा बभूवुः"
12,"तथा विसंज्ञेषु परेषु पार्थः; समृत्वा तु वाक्यानि तथॊत्तरायाः
