1,"[व]
तत तु वाक्यम अनादृत्य सॊ ऽरथवन मातृभाषितम
पुनः परतस्थे संरम्भत सकाशम अकृतात्मनाम"
2,"ततः सभाया निर्गम्य मन्त्रयाम आस कौरवः
सौबलेन मताक्षेण राज्ञा शकुनिना सह"
3,"दुर्यॊधनस्य कर्णस्य शकुनेः सौबलस्य च
दुःशासनचतुर्थानाम इदम आसीद विचेष्टितम"
4,"पुरायम अस्मान गृह्णाति कषिप्रकारी जनार्दनः
सहितॊ धृतराष्ट्रेण राज्ञा शांतनवेन च"
5,"वयम एव हृषीकेशं निगृह्णीम बलाद इव
परसह्य पुरुषव्याघ्रम इन्द्रॊ वैरॊचनिं यथा"
6,"शरुत्वा गृहीतं वार्ष्णेयं पाण्डवा हतचेतसः
निरुत्साहा भविष्यन्ति भग्नदंष्ट्रा इवॊरगाः"
7,"अयं हय एषां महाबाहुः सर्वेषां शर्म वर्म च
अस्मिन गृहीते वरदे ऋषभे सर्वसात्वताम
निरुद्यमा भविष्यन्ति पाण्डवाः सॊमकैः सह"
8,"तस्माद वयम इहैवैनं केशवं कषिप्रकारिणम
करॊशतॊ धृतराष्ट्रस्य बद्ध्वा यॊत्स्यामहे रिपून"
9,"तेषां पापम अभिप्रायं पापानां दुष्टचेतसाम
इङ्गितज्ञः कविः कषिप्रम अन्वबुध्यत सात्यकिः"
10,"तदर्थम अभिनिष्क्रम्य हार्दिक्येन सहास्थितः
अब्रवीत कृतवर्माणं कषिप्रं यॊजय वाहिनीम"
11,"वयूढानीकः सभा दवारम उपतिष्ठस्व दंशितः
यावद आख्याम्य अहं चैतत कृष्णायाक्लिष्ट कर्मणे"
12,"स परविश्य सभां वीरः सिंहॊ गिरिगुहाम इव
आचष्ट तम अभिप्रायं केशवाय महात्मने"
13,"धृतराष्ट्रं ततश चैव विदुरं चान्वभाषत
तेषाम एतम अभिप्रायम आचचक्षे समयन्न इव"
14,"धर्माद अपेतम अर्थाच च कर्म साधु विगर्हितम
मन्दाः कर्तुम इहेच्छन्ति न चावाप्यं कथं चन"
15,"पुरा विकुर्वते मूढाः पापात्मानः समागताः
धर्षिताः काममन्युभ्यां करॊधलॊभ वशानुगाः"
16,"इमं हि पुण्डरीकाक्षं जिघृक्षन्त्य अल्पचेतसः
पटेनानिगं परज्वलितं यथा बाला यथा जडाः"
17,"सात्यकेस तद वचः शरुत्वा विदुरॊ दीर्घदर्शिवान
धृतराष्ट्रं महाबाहुम अब्रवीत कुरुसंसदि"
18,"राजन परीतकालास ते पुत्राः सर्वे परंतप
अयशस्यम अशक्यं च कर्म कर्तुं समुद्यताः"
19,"इमं हि पुण्डरीकाक्षम अभिभूय परसह्य च
निग्रहीतुं किलेच्छन्ति सहिता वासवानुजम"
20,"इमं पुरुषशार्दूलम अप्रधृष्यं दुरासदम
आसाद्य न भविष्यन्ति पतंगा इव पावकम"
21,"अयम इच्छन हि तान सर्वान यतमानाञ जनार्दनः
सिंहॊ मृगान इव करुद्धॊ गमयेद यमसादनम"
22,"न तव अयं निन्तिदं कर्म कुर्यात कृष्णः कथं चन
न च धर्माद अपक्रामेद अच्युतः पुरुषॊत्तमः"
23,"विदुरेणैवम उक्ते तु केशवॊ वाक्यम अब्रवीत
धृतराष्ट्रम अभिप्रेक्ष्य सुहृदां शृण्वतां मिथः"
24,"राजन्न एते यदि करुद्धा मां निगृह्णीयुर ओजसा
एते वा माम अहं वैनान अनुजानीहि पार्थिव"
