1,"[य]
कां नु वाचं संजय मे शृणॊषि; युद्धैषिणीं येन युद्धाद बिभेषि
अयुद्धं वै तात युद्धाद गरीयः; कस तल लब्ध्वा जातु युध्येत सूत"
2,"अकुर्वतश चेत पुरुषस्य संजय; सिध्येत संकल्पॊ मनसा यं यम इच्छेत
न कर्म कुर्याद विदितं ममैतद; अन्यत्र युद्धाद बहु यल लघीयः"
3,"कुतॊ युद्धं जातु नरः परजानन; कॊ दैवशप्तॊ ऽभिवृणीत युद्धम
सुखैषिणः कर्म कुर्वन्ति पार्था; धर्माद अहीनं यच च लॊकस्य पथ्यम"
4,"कर्मॊदयं सुखम आशंसमानः; कृच्छ्रॊपायं तत्त्वतः कर्म दुःखम
सुखप्रेप्सुर विजिघांसुश च दुःखं; येन्द्रियाणां परीतिवशानुगामी
कामाभिध्या सवशरीरं दुनॊति; यया परयुक्तॊ ऽनुकरॊति दुःखम"
5,"यथेध्यमानस्य समिद्ध तेजसॊ; भूयॊ बलं वर्धते पावकस्य
कामार्थलाभेन तथैव भूयॊ; न तृप्यते सर्विषेवाग्निर इद्धः
संपश्येमं भॊगचयं महान्तं; सहास्माभिर धृतराष्ट्रस्य राज्ञः"
6,"नाश्रेयसाम ईश्वरॊ विग्रहाणां; नाश्रेयसां गीतशब्दं शृणॊति
नाश्रेयसः सेवते माल्यगन्धान; न चाप्य अश्रेयांस्य अनुलेपनानि"
7,"नाश्रेयसः परावरान अध्यवस्ते; कथं तव अस्मान संप्रणुदेत कुरुभ्यः
अत्रैव च सयाद अवधूय एष; कामः शरीरे हृदयं दुनॊति"
8,"सवयं राजा विषमस्थः परेषु; सामस्थ्यम अन्विच्छति तन न साधु
यथात्मनः पश्यति वृत्तम एव; तथा परेषाम अपि सॊ ऽभयुपैति"
9,"आसन्नम अग्निं तु निदाघकाले; गम्भीरकक्षे गहने विसृज्य
यथा वृद्धं वायुवशेन शॊचेत; कषेमं मुमुक्षुः शिशिर वयपाये"
