1,"[स]
धर्मे नित्या पाण्डव ते विचेष्टा; लॊके शरुता दृश्यते चापि पार्थ
महास्रावं जीवितं चाप्य अनित्यं; संपश्य तवं पाण्डव मा विनीनशः"
2,"न चेद भागं कुरवॊ ऽनयत्र युद्धात; परयच्छन्ते तुभ्यम अजातशत्रॊ
भैक्ष चर्याम अन्धकवृष्णिराज्ये; शरेयॊ मन्ये न तु युद्धेन राज्यम"
3,"अल्पकालं जीवितं यन मनुष्ये; महास्रावं नित्यदुःखं चलं च
भूयश च तद वयसॊ नानुरूपं; तस्मात पापं पाण्डव मा परसार्षीः"
4,"कामा मनुष्यं परसजन्त एव; धर्मस्य ये विध्न मूलं नरेन्द्र
पूर्वं नरस तान धृतिमान विनिघ्नँल; लॊके परशंसां लभते ऽनवद्याम"
5,"निबन्धनी हय अर्थतृष्णेह पार्थ; ताम एषतॊ बाध्यते धर्म एव
धर्मं तु यः परवृणीते स बुद्धः; कामे गृद्धॊ हीयते ऽरथानुरॊधात"
6,"धर्मं कृत्वा कर्मणां तात मुख्यं; महाप्रतापः सवितेव भाति
हानेन धर्मस्य महीम अपीमां; लब्ध्वा नरः सीदति पापबुद्धिः"
7,"वेदॊ ऽधीतश चरितं बरह्मचर्यं; यज्ञैर इष्टं बराह्मणेभ्यश च दत्तम
परं सथानं मन्यमानेन भूय; आत्मा दत्तॊ वर्षपूगं सुखेभ्यः"
8,"सुखप्रिये सेवमानॊ ऽतिवेलं; यॊगाभ्यासे यॊ न करॊति कर्म
वित्तक्षये हीनसुखॊ ऽतिवेलं; दुःखं शेते कामवेगप्रणुन्नः"
9,"एवं पुनर अर्थचर्या परसक्तॊ; हित्वा धर्मं यः परकरॊत्य अधर्मम
अश्रद्दधत परलॊकाय मूढॊ; हित्वा देहं तप्यते परेत्य मन्दः"
10,"न कर्मणां विप्रणाशॊ ऽसय अमुत्र; पुण्यानां वाप्य अथ वा पापकानाम
पूर्वं कर्तुर गच्छति पुण्यपापं; पश्चात तव एतद अनुयात्य एव कर्ता"
11,"नयायॊपेतं बराह्मणेभ्यॊ यदन्नं; शरद्धा पूतं गन्धरसॊपपन्नम
अन्वाहार्येषूत्तम दक्षिणेषु; तथारूपं कर्म विख्यायते ते"
12,"इह कषेत्रे करियते पार्थ कार्यं; न वै किं चिद विद्यते परेत्य कार्यम
कृतं तवया पारलॊक्यं च कार्यं; पुण्यं महत सद्भिर अनुप्रशस्तम"
13,"जहाति मृत्युं च जरां भयं च; न कषुत्पिपासे मनसश चाप्रियाणि
न कर्तव्यं विद्यते तत्र किं चिद; अन्यत्र वा इन्द्रियप्रीणनार्थात"
14,"एवंरूपं कर्मफलं नरेन्द्र; मात्रावता हृदयस्य परियेण
सक्रॊधजं पाण्डव हर्षजं च; लॊकाव उभौ मा परहासीश चिराय"
15,"अन्तं गत्वा कर्मणां या परशंसा; सत्यं दमश चार्जवम आनृशंस्यम
अश्वमेधॊ राजसूयस तथेष्टः; पापस्यान्तं कर्मणॊ मा पुनर गाः"
16,"तच चेद एवं देशरूपेण पार्थाः; करिष्यध्वं कर्म पापं चिराय
निवसध्वं वर्षपूगान वनेषु; दुःखं वासं पाण्डवा धर्महेतॊः"
17,"अप्रव्रज्ये यॊजयित्वा पुरस्ताद; आत्माधीनं यद बलं ते तदासीत
नित्यं पाञ्चालाः सचिवास तवेमे; जनार्दनॊ युयुधानश च वीरः"
18,"मत्स्यॊ राजा रुक्मरथः सपुत्रः; परहारिभिः सह पुत्रैर विराटः
राजानश च ये विजिताः पुरस्तात; तवाम एव ते संश्रयेयुः समस्ताः"
19,"महासहायः परतपन बलस्थः; पुरस्कृतॊ वासुदेवार्जुनाभ्याम
वरान हनिष्यन दविषतॊ रङ्गमध्ये; वयनेष्यथा धार्तराष्ट्रस्य दर्पम"
20,"बलं कस्माद वर्हयित्वा परस्य; निजान कस्मात कर्शयित्वा सहायान
निरुष्य कस्माद वर्षपूगान वनेषु; युयुत्ससे पाण्डव हीनकालम"
21,"अप्रज्ञॊ वा पाण्डव युध्यमानॊ; अधर्मज्ञॊ वा भूतिपथाद वयपैति
परज्ञावान वा बुध्यमानॊ ऽपि धर्मं; संरम्भाद वा सॊ ऽपि भूतेर अपैति"
22,"नाधर्मे ते धीयते पार्थ बुद्धिर; न संरम्भात कर्म चकर्थ पापम
अद्धा किं तत कारणं यस्य हेतॊः; परज्ञा विरुद्धं कर्म चिकीर्षसीदम"
23,"अव्याधिजं कटुकं शीर्ष रॊगं; यशॊ मुषं पापफलॊदयं च
सतां पेयं यन न पिबन्त्य असन्तॊ; मन्युं महाराज पिब परशाम्य"
24,"पापानुबन्धं कॊ नु तं कामयेत; कषमैव ते जयायसी नॊत भॊगाः
यत्र भीष्मः शांतनवॊ हतः सयाद; यत्र दरॊणः सह पुत्रॊ हतः सयात"
25,"कृपः शल्यः सौमदत्तिर विकर्णॊ; विविंशतिः कर्णदुर्यॊधनौ च
एतान हत्वा कीदेशं तत सुखं सयाद; यद विन्देथास तद अनुब्रूहि पार्थ"
26,"लब्ध्वापीमां पृथिवीं सागरान्तां; जरामृत्यू नैव हि तवं परजह्याः
परियाप्रिये सुखदुःखे च राजन्न; एवं विद्वान नैव युद्धं कुरुष्व"
27,"अमात्यानां यदि कामस्य हेतॊर; एवं युक्तं कर्म चिकीर्षसि तवम
अपाक्रमेः संप्रदाय सवम एभ्यॊ; मा गास तवं वा देव यानात पथॊ ऽदय"
