1,"[य]
असंशयं संजय सत्यम एतद; धर्मॊ वरः कर्मणां यत तवम आत्थ
जञात्वा तु मां संजय गर्हयेस तवं; यदि धर्मं यद्य अधर्मं चरामि"
2,"यत्राधर्मॊ धर्मरूपाणि बिभ्रद; धर्मः कृत्स्नॊ दृश्यते ऽधर्मरूपः
तथा धर्मॊ धारयन धर्मरूपं; विद्वांसस तं संप्रपश्यन्ति बुद्ध्या"
3,"एवम एताव आपदि लिङ्गम एतद; धर्माधर्मौ वृत्ति नित्यौ भजेताम
आद्यं लिङ्गं यस्य तस्य परमाणम; आपद धर्मं संजय तं निबॊध"
4,"लुप्तायां तु परकृतौ येन कर्म; निष्पादयेत तत्परीप्सेद विहीनः
परकृतिस्थश चापदि वर्तमान; उभौ गर्ह्यौ भवतः संजयैतौ"
5,"अविलॊपम इच्छतां बराह्मणानां; परायश्चित्तं विहितं यद विधात्रा
आपद्य अथाकर्मसु वर्तमानान; विकर्मस्थान संजय गर्हयेत"
6,"मनीषिणां तत्त्वविच छेदनाय; विधीयते सत्सु वृत्तिः सदैव
अब्राह्मणाः सन्ति तु ये न वैद्याः; सर्वॊच्छेदं साधु मन्येत तेभ्यः"
7,"तदर्था नः पितरॊ ये च पूर्वे; पितामहा ये च तेभ्यः परे ऽनये
परज्ञैषिणॊ य च हि कर्म चक्रुर; नास्त्य अन्ततॊ नास्ति नास्तीति मन्ये"
8,"यत किं चिद एतद वित्तम अस्यां पृथिव्यां; यद देवानां तरिदशानां परत्र
पराजापत्यं तरिदिवं बरह्मलॊकं; नाधर्मतः संजय कामये तत"
9,"धर्मेश्वरः कुशलॊ नीतिमांश चाप्य; उपासिता बराह्मणानां मनीषी
नानाविधांश चैव महाबलांश च; राजन्य भॊजनान अनुशास्ति कृष्णः"
10,"यदि हय अहं विसृजन सयाम अगर्ह्यॊ; युध्यमानॊ यदि जह्यां सवधर्मम
महायशाः केशवस तद बरवीतु; वासुदेवस तूभयॊर अर्थकामः"
11,"शैनेया हि चैत्रकाश चान्धकाश च; वार्ष्णेय भॊजाः कौकुराः सृञ्जयाश च
उपासीना वासुदेवस्य बुद्धिं; निगृह्य शत्रून सुहृदॊ नन्दयन्ति"
12,"वृष्ण्यन्धका हय उग्रसेनादयॊ वै; कृष्ण परणीताः सर्वैवेन्द्र कल्पाः
मनस्विनः सत्यपराक्रमाश च; महाबला यादवा भॊगवन्तः"
13,"काश्यॊ बभ्रुः शरियम उत्तमां गतॊ; लब्ध्वा कृत्णं भरातरम ईशितारम
यस्मै कामान वर्षति वासुदेवॊ; गरीष्मात्यये मेघ इव परजाभ्यः"
14,"ईदृशॊ ऽयं केशवस तात भूयॊ; विद्मॊ हय एनं कर्मणां निश्चयज्ञम
परियश च नः साधुतमश च कृष्णॊ; नातिक्रमे वचनं केशवस्य"
