1,"[व]
जामदग्न्यवचः शरुत्वा कण्वॊ ऽपि भगवान ऋषिः
दुर्यॊधनम इदं वाक्यम अब्रवीत कुरुसंसदि"
2,"अक्षयश चाव्ययश चैव बरह्मा लॊकपितामहः
तथैव भगवन्तौ तौ नरनारायणाव ऋषी"
3,"आदित्यानां हि सर्वेषां विष्णुर एकः सनातनः
अजय्यश चाव्ययश चैव शाश्वतः परभुर ईश्वरः"
4,"निमित्तमरणास तव अन्ये चन्द्रसूर्यौ मही जलम
वायुर अग्निस तथाकाशं गरहास तारागणास तथा"
5,"ते च कषयान्ते जगतॊ हित्वा लॊकत्रयं सदा
कषयं गच्छन्ति वै सर्वे सृज्यन्ते च पुनः पुनः"
6,"मुहूर्तमरणास तव अन्ये मानुषा मृगपक्षिणः
तरियग यॊन्यश च ये चान्ये जीवलॊकचराः समृताः"
7,"भूयिष्ठेन तु राजानः शरियं भुक्त्वायुषः कषये
मरणं परतिगच्छन्ति भॊक्तुं सुकृतदुष्कृतम"
8,"स भवान धर्मपुत्रेण शम कर्तुम इहार्हति
पाण्डवाः कुरवश चैव पालयन्तु वसुंधराम"
9,"बलवान अहम इत्य एव न मन्तव्यं सुयॊधन
बलवन्तॊ हि बलिभिर दृश्यन्ते पुरुषर्षभ"
10,"न बलं बलिनां मध्ये बलं भवति कौरव
बलवन्तॊ हि ते सर्वे पाण्डवा देव विक्रमाः"
11,"अत्राप्य उदाहरन्तीमम इतिहासं पुरातनम
मातलेर दातुकामस्य कन्यां मृगयतॊ वरम"
12,"मतस तरैलॊक्यराजस्य मातलिर नाम सारथिः
तस्यैकैव कुले कन्या रूपतॊ लॊकविश्रुता"
13,"गुणकेशीति विख्याता नाम्ना सा देवरूपिणी
शरिया च वपुषा चैव सत्रियॊ ऽनयाः सातिरिच्यते"
14,"तस्याः परदानसमयं मातलिः सह भार्यया
जञात्वा विममृशे राजंस तत्परः परिचिन्तयन"
15,"धिक खल्व अलघु शीलानाम उच्छ्रितानां यशस्विनाम
नराणाम ऋद्धसत्त्वानां कुले कन्या पररॊहणम"
16,"मातुः कुलं पितृकुलं यत्र चैव परदीयते
कुलत्रयं संशयितं कुरुते कन्यका सताम"
17,"देव मानुषलॊकौ दवौ मानसेनैव चक्षुषा
अवगाह्यैव विचितौ न च मे रॊचते वरः"
18,"न देवान नैव दितिजान न गन्धर्वान न मानुषान
अरॊचयं वरकृते तथैव बहुलान ऋषीन"
19,"भार्यया तु स संमन्त्र्य सह रात्रौ सुधर्मया
मातलिर नागलॊकाय चकार गमने मतिम"
20,"न मे देवमनुष्येषु गुणकेश्याः समॊ वरः
रूपतॊ दृश्यते कश चिन नागेषु भविता धरुवम"
21,"इत्य आमन्त्र्य सुधर्मां स कृत्वा चाभिप्रदक्षिणम
कन्यां शिरस्य उपाघ्राय परविवेश महीतलम"
